"","SigStudies","SigTissues","NumUp","PctUp","NumDown","PctDown","PctUpFC","PctDownFC","TotalDiff","TotalDiffFC","notNA","FC KIRC","FC BLCA","FC BRCA","FC BRCATang","FC OV","FC PAAD","FC PAADHussain1","FC PAADHussain2","FC PRAD","FC PRADLODA","Padj KIRC","Padj BLCA","Padj BRCA","Padj BRCATang","Padj OV","Padj PAAD","Padj PAADHussain1","Padj PAADHussain2","Padj PRAD","Padj PRADLODA"
"bilirubin (z,z)","KIRC","Kidney",1,0.5,0,0,0,0,1,0,2,0.569053878589829,NA,NA,NA,-0.0967551478336171,NA,NA,NA,NA,NA,0.000484942593864053,NA,NA,NA,0.60596341396972,NA,NA,NA,NA,NA
"butyrylcarnitine","KIRC;BRCA;BRCATang;OV;PAADHussain1;PAADHussain2","Kidney;Breast;Ovary;Pancreas",6,0.857142857142857,0,0,0.571428571428571,0,6,4,7,0.554069527702024,NA,2.13609753309954,4.76414378951175,2.83426652273433,NA,0.993062877432836,1.80251124138347,NA,0.459788707673603,3.8139357924118e-05,NA,1.14601674929612e-11,0.000162635051073185,0.00018937899471317,NA,0.027482137172568,0.000473105900296284,NA,0.255143523136991
"caprate (10:0)","KIRC;BRCATang;PAADHussain1;PAADHussain2","Kidney;Breast;Pancreas",0,0,4,0.8,0,0.4,4,2,5,-0.273422989153031,NA,NA,-1.17097802977807,0.197960484777564,NA,-1.55315139408896,-0.983578193758378,NA,NA,1.62178190231406e-07,NA,NA,0.0118119027669488,0.27974526421,NA,0.0475753764327604,0.0386717006198903,NA,NA
"caproate (6:0)","KIRC;BRCATang","Kidney;Breast",0,0,2,0.333333333333333,0,0.166666666666667,2,1,6,-0.274135720273476,NA,-0.105025019888921,-1.56676549145375,0.145604017205128,NA,-0.626984475178602,0.39008909512434,NA,NA,4.33664068693531e-07,NA,0.893759751521636,0.0040710499309631,0.734725209670924,NA,0.487165549814272,0.186388400521675,NA,NA
"caprylate (8:0)","KIRC;BRCATang","Kidney;Breast",0,0,2,0.4,0,0.2,2,1,5,-0.200255057679026,NA,NA,-1.24643707189515,0.383551040743707,NA,-0.926717129094828,0.583722755471835,NA,NA,0.00109510059759391,NA,NA,0.00773125287071666,0.499986699687195,NA,0.35256876933209,0.308120222680984,NA,NA
"carnitine","KIRC;BLCA;BRCA;BRCATang;OV;PRAD","Kidney;Bladder;Breast;Ovary;Prostate",6,0.6,0,0,0.3,0,6,3,10,0.350818303123827,0.576111364377194,1.48165426628584,1.4262441654059,1.36059719388928,0.31009493396711,-0.189963415681518,-0.147778642486451,0.829695129385135,0.00900713580773448,0.00647877542231794,0.0326139344385514,3.67683829447823e-10,0.000394970838320592,0.00018937899471317,0.540172137579109,0.358448587997597,0.44247777092634,0.00153910937279718,0.440327363352493
"catechol sulfate","KIRC;PRAD;PRADLODA","Kidney;Prostate",1,0.142857142857143,2,0.285714285714286,0.142857142857143,0.142857142857143,3,2,7,-0.808845452195588,NA,0.0998399539186309,-1.60050089350173,-0.0743055196863502,NA,NA,-0.125450992942342,1.61561675269751,-1.21933847568114,3.30520205439899e-07,NA,0.342312271147083,0.088541078900068,0.539562381065377,NA,NA,0.374739543686172,0.00381909065877255,0.0236873859186983
"celecoxib","","",0,0,0,0,0,0,0,0,1,-0.00458759019220562,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36364998073007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c-glycosyltryptophan*","KIRC;BRCA;BRCATang;PAADHussain1;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",4,0.571428571428571,2,0.285714285714286,0.428571428571429,0,6,3,7,-0.32232558481048,NA,2.47408797145532,3.66415274360652,0.547384183301682,NA,0.497207898599113,1.15814950224474,NA,-0.386118698915784,0.00414025731276028,NA,1.71616398445505e-14,0.000162635051073185,0.27974526421,NA,0.031235645130253,0.000473105900296284,NA,0.0177504195460152
"chiro-inositol","KIRC","Kidney",0,0,1,0.333333333333333,0,0.333333333333333,1,1,3,-1.46449406428191,NA,NA,0.585574507127985,0.691176366218773,NA,NA,NA,NA,NA,1.14039277096243e-05,NA,NA,0.725047446293976,0.903100016180108,NA,NA,NA,NA,NA
"cholate","KIRC;BRCATang","Kidney;Breast",0,0,2,0.5,0,0,2,0,4,-0.590382748649802,NA,NA,-0.529682558780659,-1.09515016993248,NA,0.09316711348779,NA,NA,NA,0.00165274555785478,NA,NA,0.016155849277533,0.507566999283617,NA,0.551580456779339,NA,NA,NA
"cholesterol","KIRC;BRCA;BRCATang;PRAD;PRADLODA","Kidney;Breast;Prostate",4,0.5,1,0.125,0.125,0,5,1,8,0.227230311114114,NA,0.871545765083744,1.07574590118067,0.153908643398537,NA,-0.353148911194045,-0.0257608016515844,0.453120658727494,-0.261494804698491,0.0014511174338932,NA,2.81612525468184e-09,0.0171063232045056,0.627353014927005,NA,0.118736755262853,0.585590802940935,0.0251029350456844,0.0143375006282965
"choline","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.285714285714286,1,0.142857142857143,0,0,3,0,7,-0.591315949461365,NA,0.630147119142401,0.639346813543927,0.22207833257193,-0.305630010450192,NA,-0.0999187618782974,NA,0.0389171825650304,4.69129239348231e-14,NA,1.46614993908712e-08,0.0383241401303799,0.669113990215616,0.691827814093454,NA,0.499619082849311,NA,0.488906862770665
"choline phosphate","KIRC;BRCA;BRCATang;PAADHussain2","Kidney;Breast;Pancreas",3,0.428571428571429,1,0.142857142857143,0.285714285714286,0,4,2,7,0.375437473937346,NA,1.76900135675089,3.01853721722598,0.0228601912130816,NA,-0.438206599030478,-0.792665609824843,NA,0.102197681994125,1.85983255963121e-05,NA,3.40424263181459e-10,0.000235301776020778,0.419411179458713,NA,0.206243726838109,0.00858369464953357,NA,0.698274444708943
"cinnamoylglycine","KIRC","Kidney",0,0,1,1,0,0,1,0,1,-0.397950358687733,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53066810845883e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cis-aconitate","KIRC;PRAD;PRADLODA","Kidney;Prostate",1,0.25,2,0.5,0.25,0.25,3,2,4,1.11373331390081,NA,NA,NA,NA,-0.226765626319182,NA,NA,-1.11529427350814,-0.702145239545118,2.75225515671926e-17,NA,NA,NA,NA,0.925595586434772,NA,NA,0.0372145615169862,0.00599914748165765
"cis-vaccenate (18:1n7)","KIRC;BRCA","Kidney;Breast",2,0.333333333333333,0,0,0.166666666666667,0,2,1,6,0.678182637602118,NA,2.07039727493704,0.774639077618079,1.03247688505413,NA,NA,0.302273830572787,NA,0.222360363353605,2.38879925167484e-07,NA,1.19979687793402e-07,0.199340863563569,0.534233365030241,NA,NA,0.106763985662763,NA,0.834655031488503
"citalopram","","",0,0,0,0,0,0,0,0,1,0.0187626813644288,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604042487969763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"citramalate","KIRC","Kidney",0,0,1,1,0,1,1,1,1,-2.39234447888608,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0814182553564e-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"citrate","KIRC;BRCA;PAADHussain1;PRAD;PRADLODA","Kidney;Breast;Pancreas;Prostate",3,0.333333333333333,2,0.222222222222222,0.222222222222222,0.111111111111111,5,3,9,1.7240791016932,NA,0.467596960394587,0.37161187376543,2.00636801735633,-0.371833162475639,2.0956492822814,0.0115247391442804,-1.61230364154362,-0.55704005140684,1.81617747472873e-24,NA,0.000294637199177875,0.649812218826031,0.0724701566742402,0.808113062620633,0.0264123402010969,0.675126533605234,0.00526969970948041,0.0445175769258742
"citrulline","KIRC;BLCA;BRCA;PAADHussain2;PRAD","Kidney;Bladder;Breast;Pancreas;Prostate",5,0.5,0,0,0.2,0,5,2,10,0.477156244627915,0.694492720947962,0.417299438941645,-0.219568385345633,0.622824912245674,-0.252345831751404,0.398522452148005,1.36987326208895,1.08721074595769,-0.11660162062153,1.76110869853504e-08,0.00316799776086262,0.00131198349549245,0.389426927399633,0.534233365030241,0.683554029409818,0.37315430288444,0.000537541596058494,0.00290840717670064,0.282376843295943
"codeine","","",0,0,0,0,0,0,0,0,1,0.00860940004801303,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36364998073007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cortisol","","",0,0,0,0,0,0,0,0,6,-0.438456381190126,0.405868355681327,0.111249016136434,NA,-1.26673659431749,NA,-0.0660675155703882,-0.45508512386822,NA,NA,0.152725621403949,0.0787930173193303,0.384231694283995,NA,0.419411179458713,NA,0.934395500267823,0.64961259641383,NA,NA
"cortisone","KIRC","Kidney",0,0,1,0.5,0,0.5,1,1,2,-1.8613734662452,NA,NA,NA,0.480310462587015,NA,NA,NA,NA,NA,3.77405947607932e-12,NA,NA,NA,0.534233365030241,NA,NA,NA,NA,NA
"creatine","KIRC;BLCA;BRCA;BRCATang;PRADLODA","Kidney;Bladder;Breast;Prostate",4,0.444444444444444,1,0.111111111111111,0.222222222222222,0,5,2,9,1.07649135218137,0.915514655553215,0.544269087879863,2.1024837339477,0.795686240078558,-0.250190499181677,-0.356720813703966,-0.44498812490966,NA,-0.448340584514947,3.16898062227067e-08,6.58514547105128e-05,0.000987980686632241,0.000235301776020778,0.145191825140062,0.62512358019715,0.469679300342168,0.689060399180176,NA,0.0122543956124385
"creatinine","KIRC;OV;PRADLODA","Kidney;Ovary;Prostate",0,0,3,0.375,0,0.125,3,1,8,-1.61131512330856,NA,0.121905508156667,-0.462191789623575,-0.407093508889937,NA,-0.108568603806449,0.280879496963031,-0.14126981417533,-0.842563977622351,4.15706754390339e-26,NA,0.389848170399806,0.0563040416038681,0.0467458742314386,NA,0.778754153533135,0.101728002968154,0.86351865941484,4.15338900964194e-05
"cysteine","BRCA;BRCATang;PRAD","Breast;Prostate",3,0.333333333333333,0,0,0.333333333333333,0,3,3,9,0.55824680230609,NA,2.63556182808994,4.05669234381865,0.195078635959593,-0.0933058191872304,-0.895116735437458,-1.08483643245063,3.00885165587492,0.477173431978939,0.773265813870243,NA,2.7431173742677e-11,0.000560973074716203,0.556462087803008,0.213739391591497,0.160872774603355,0.29417623802099,0.000313288154923523,0.125731462532775
"cysteine-glutathione disulfide","KIRC;BRCA;BRCATang;PAADHussain2","Kidney;Breast;Pancreas",4,0.571428571428571,0,0,0.571428571428571,0,4,4,7,2.5717026563742,NA,1.93646906775842,1.98393728167431,-0.482971752425532,NA,2.80280531171494,2.13701373800152,NA,0.300844193249276,8.76036298697522e-23,NA,0.0127747738419179,0.0145832238024484,0.878178695605378,NA,0.148214100568382,0.0104819137404677,NA,0.16705682734492
"cysteinylglycine","KIRC","Kidney",1,0.25,0,0,0.25,0,1,1,4,2.77549395363966,NA,NA,0,1.1724338129314,NA,NA,NA,NA,-0.131405743125812,4.10107725220308e-07,NA,NA,NA,0.188932724761144,NA,NA,NA,NA,0.980108068942184
"cystine","KIRC;BRCA","Kidney;Breast",2,0.285714285714286,0,0,0.142857142857143,0,2,1,7,0.693358006735507,NA,2.26911175582873,1.2735803261927,4.23400672821864,NA,-0.511918579925268,-0.619723230049953,NA,0.429638528800786,0.00467422628672977,NA,4.81244554186331e-08,0.176834898016113,0.0542182200728977,NA,0.662712710056534,0.21702187924876,NA,0.141337922341067
"cytidine","KIRC;BRCA;PAAD;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",2,0.222222222222222,3,0.333333333333333,0.111111111111111,0.333333333333333,5,4,9,-1.02211963058413,NA,0.772440459690837,0.374936815241076,1.75159526981267,-1.32249645490404,-2.33791256122636,-2.3290364946137,1.19168736278035,0.109812322168582,2.21900329848135e-13,NA,0.000687297193871806,0.882773023186107,0.0582145732117994,0.000841317773016591,0.149374954398268,0.022373834713859,0.0445134389467515,0.511438767861921
"cytidine 5'-diphosphocholine","KIRC;BRCA;BRCATang;OV","Kidney;Breast;Ovary",4,0.571428571428571,0,0,0.428571428571429,0,4,3,7,0.862359075821685,NA,4.26747019509428,6.01225718047968,3.56001523239507,NA,-0.365568504129336,-0.151192224763039,NA,-0.107834381831005,0.0444674302472517,NA,2.67908292485639e-12,0.00222605761879859,0.00114739891412029,NA,0.473836194501832,0.663396501337184,NA,0.261658309636237
"cytidine 5'-monophosphate (5'-cmp)","KIRC;BRCA;BRCATang;OV","Kidney;Breast;Ovary",3,0.3,1,0.1,0.3,0.1,4,4,10,1.15871395497068,-0.179214953419708,1.46814249899767,3.72676839280913,-1.11438955124557,-0.0268100259206671,-0.451936684888001,0.018543195030261,0.277740791022623,0.328857045711958,9.33123125249459e-21,0.681585009299672,1.67985818961093e-08,0.000162635051073185,0.0238062700358903,0.925595586434772,0.159574973216798,0.88636828811425,0.341655976579585,0.155951069295624
"cytidine-3'-monophosphate (3'-cmp)","KIRC;OV;PAADHussain2","Kidney;Ovary;Pancreas",1,0.2,2,0.4,0.2,0.2,3,2,5,-0.751722291515407,NA,NA,0.748536604335377,1.13335162552568,NA,-1.21787314067918,-1.81489364537462,NA,NA,1.96957857260859e-10,NA,NA,0.118791472862851,0.0308319765872659,NA,0.297329747174687,0.00127535290086283,NA,NA
"cytosine-2',3'-cyclic monophosphate","KIRC","Kidney",0,0,1,1,0,0,1,0,1,-0.254489470317504,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55363941418591e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deoxycarnitine","KIRC;BRCA;BRCATang;OV;PAADHussain2","Kidney;Breast;Ovary;Pancreas",4,0.571428571428571,1,0.142857142857143,0.428571428571429,0,5,3,7,0.351582415561649,NA,2.37534341650467,2.16274663550602,1.55405939874178,NA,-0.610279019993421,-0.830444493814626,NA,0.155805065475614,7.09242777068067e-05,NA,3.6479779378443e-12,0.000162635051073185,0.000907488839312401,NA,0.0611055453861004,0.0179174640852591,NA,0.159869936590062
"dihomo-linoleate (20:2n6)","KIRC;BRCA;BRCATang;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",4,0.571428571428571,1,0.142857142857143,0.571428571428571,0.142857142857143,5,5,7,1.39084385825993,NA,2.73217227203981,2.18532618379417,-0.397862856992682,NA,-0.728333189985569,-1.74754271354316,NA,1.10787584907301,9.36155386926973e-26,NA,4.56313268676146e-13,0.00291031144025699,0.734725209670924,NA,0.103036880887591,0.000615464567323821,NA,0.000400264051493075
"dihomo-linolenate (20:3n3 or n6)","BRCA;BRCATang;PAADHussain2;PRADLODA","Breast;Pancreas;Prostate",3,0.428571428571429,1,0.142857142857143,0.285714285714286,0.142857142857143,4,3,7,0.129240264521616,NA,2.87499623554734,2.74897355275095,0.38618508373546,NA,-0.549646451632512,-1.26996926564201,NA,0.731604792099947,0.427144927545684,NA,9.6045064904338e-14,0.000884734677838126,0.5236932162703,NA,0.620277520657636,0.00931346855649153,NA,0.000400264051493075
"dihydrocholesterol","","",0,0,0,0,0,0,0,0,2,0.578827587742958,NA,NA,1.04711126330269,NA,NA,NA,NA,NA,NA,0.0775582018494755,NA,NA,0.0672433886670142,NA,NA,NA,NA,NA,NA
"dimethylarginine (sdma + adma)","KIRC;BRCA;PRAD","Kidney;Breast;Prostate",2,0.25,1,0.125,0.25,0.125,3,3,8,-1.85840249737554,NA,2.17900339845351,0.496778539359638,0.242657871059081,NA,0.0984659815825352,0.330165313912855,1.27685496255992,-0.0608721733758218,2.37409346821439e-32,NA,1.90420815998123e-14,0.136423212733433,0.956471798786175,NA,0.934395500267823,0.129973592206988,0.00217686803543965,0.86192019578929
"dimethylglycine","","",0,0,0,0,0,0,0,0,5,0.107189570605746,0.131807709785308,NA,NA,0.898635660506725,-0.527611372110202,NA,-0.467120305142894,NA,NA,0.464261124450554,0.504771209116029,NA,NA,0.178086933020176,0.540172137579109,NA,0.193897645391434,NA,NA
"docosadienoate (22:2n6)","KIRC;BRCA;BRCATang;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",4,0.571428571428571,1,0.142857142857143,0.571428571428571,0.142857142857143,5,5,7,1.84487165415276,NA,2.86925695054478,2.20348667800873,-0.641059679152943,NA,-0.540173115976779,-1.24747903330833,NA,1.21237706135543,1.48274026997322e-20,NA,3.19227737432991e-13,0.00549297192366386,0.862998988857599,NA,0.325258863700407,0.00562515942991367,NA,0.000809026427799258
"docosahexaenoate (dha; 22:6n3)","KIRC;BRCA;BRCATang;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",3,0.428571428571429,2,0.285714285714286,0.285714285714286,0.285714285714286,5,4,7,-1.31546985790219,NA,1.92951604129776,1.88581998779686,-0.150259322247147,NA,-0.592580609378517,-1.36051770197573,NA,0.599798659625978,7.5355721314848e-26,NA,2.4798647689107e-11,0.00355779933432967,0.711135034256122,NA,0.629007045672072,0.00413786225841686,NA,0.0119401039388953
"docosapentaenoate (n3 dpa; 22:5n3)","BRCA;BRCATang;PAADHussain2","Breast;Pancreas",2,0.285714285714286,1,0.142857142857143,0.285714285714286,0.142857142857143,3,3,7,0.143207172774792,NA,2.44091634238326,2.36777729805655,-0.376520534531111,NA,-0.881300604459433,-1.0473422807982,NA,0.46090456888848,0.505793519830021,NA,2.02845401699352e-12,0.00291031144025699,0.922225553889722,NA,0.404973604945246,0.0153894405045345,NA,0.117955554964632
"docosapentaenoate (n6 dpa; 22:5n6)","KIRC;BRCATang;PRADLODA","Kidney;Breast;Prostate",2,0.5,1,0.25,0.25,0,3,1,4,-0.868794787373374,NA,NA,2.96036122683512,-0.41592044272785,NA,NA,NA,NA,0.969449393798325,2.71109036756154e-13,NA,NA,0.000394970838320592,0.499986699687195,NA,NA,NA,NA,0.00320592356701474
"docosatrienoate (22:3n3)","KIRC;BRCA;BRCATang;PAADHussain2","Kidney;Breast;Pancreas",3,0.428571428571429,1,0.142857142857143,0.428571428571429,0.142857142857143,4,4,7,1.41058941794098,NA,2.71682184018483,3.89932715418006,-0.532324745032913,NA,-0.515028543226726,-1.13161425228499,NA,0.910088589372662,1.55038677038324e-21,NA,2.59259933301896e-07,0.00291031144025699,0.734725209670924,NA,0.812105577024706,0.0148576738297356,NA,0.0705796523535276
"dodecanedioate","","",0,0,0,0,0,0,0,0,2,-0.100205876398201,NA,NA,NA,-0.33378289372439,NA,NA,NA,NA,NA,0.994595359661991,NA,NA,NA,0.239133304766671,NA,NA,NA,NA,NA
"eicosapentaenoate (epa; 20:5n3)","KIRC;BRCA;BRCATang;PAADHussain2","Kidney;Breast;Pancreas",2,0.285714285714286,2,0.285714285714286,0.285714285714286,0.285714285714286,4,4,7,-1.12203984227055,NA,1.96342049899881,1.16493933399569,-0.0364275880151603,NA,-1.25720847680452,-1.92361230403474,NA,0.211037967316813,4.84962094912505e-12,NA,8.78109118701302e-12,0.00225478497992726,0.685093870289736,NA,0.410349310807037,0.00368584484174046,NA,0.0882701841678165
"eicosenoate (20:1n9 or 11)","KIRC;BRCA;BRCATang;PAADHussain1;PAADHussain2;PRADLODA","Kidney;Breast;Pancreas;Prostate",4,0.571428571428571,2,0.285714285714286,0.571428571428571,0.142857142857143,6,5,7,2.32178507689715,NA,2.5320313424947,1.57088401363132,-0.100946520751345,NA,-0.712851230693673,-1.90051003960241,NA,1.32276825212512,1.10759874161931e-34,NA,3.41529953051104e-11,0.0171063232045056,0.534233365030241,NA,0.031235645130253,0.000537541596058494,NA,0.000400264051493075
"epinephrine","","",0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ergothioneine","KIRC;BRCATang;OV;PAADHussain2","Kidney;Breast;Ovary;Pancreas",4,0.666666666666667,0,0,0.5,0,4,3,6,2.08598535987934,NA,NA,2.51783979622533,1.64611073542596,NA,0.0435543649406739,0.936391113342162,NA,0.319911454052137,4.31016846757466e-28,NA,NA,0.00128124686577168,0.0156435902421342,NA,0.490928207542053,0.0345920452523706,NA,0.0592691689680844
"erucate (22:1n9)","KIRC","Kidney",1,1,0,0,1,0,1,1,1,2.20792635781622,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61807286784965e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erythritol","BRCATang;PRAD","Breast;Prostate",2,0.285714285714286,0,0,0.285714285714286,0,2,2,7,0.527124200970912,NA,NA,1.62907244603805,-0.026885076958211,NA,-0.260093697112309,-0.0731439674385718,1.39487644266804,-0.257123598261475,0.963858646456978,NA,NA,0.0059963171413643,0.19784692412538,NA,0.562852675456899,0.88636828811425,0.0180107285675874,0.599201997605701
"erythronate*","BRCA;BRCATang;OV;PRADLODA","Breast;Ovary;Prostate",3,0.428571428571429,1,0.142857142857143,0.428571428571429,0,4,3,7,-0.165374660664891,NA,2.76514333860848,3.15245170254044,1.09621348552661,NA,0.0622412616248616,0.875929024158474,NA,-0.598357657109846,0.26774294592666,NA,1.1583141339484e-09,0.000162635051073185,0.00255374704992002,NA,0.727185995151212,0.201784169751266,NA,0.0165265225246879
"ethanolamine","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.285714285714286,1,0.142857142857143,0.285714285714286,0.142857142857143,3,3,7,-1.30865122489809,NA,2.05669688246672,3.93987987437669,0.112456940447875,NA,-0.39050928898106,0.29176556519977,NA,0.0279995913930879,3.70696033517633e-16,NA,7.414917161098e-11,0.000162635051073185,0.862998988857599,NA,0.259383700116234,0.299826487510845,NA,0.992304261274454
"flavin adenine dinucleotide (fad)","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.25,1,0.125,0.125,0.125,3,2,8,-2.07168759260836,NA,0.265648360482543,3.26767223953509,0.786481290876614,0.129904384237808,-0.655748875113608,-0.714647041787768,NA,0.121397713076487,9.5306458470436e-35,NA,4.83045010469758e-05,0.00222605761879859,0.0653824002126361,0.691827814093454,0.0846480536835814,0.144670800252558,NA,0.337710022570179
"fructose","KIRC;BRCA;BRCATang;PAADHussain2;PRAD","Kidney;Breast;Pancreas;Prostate",3,0.375,2,0.25,0.375,0.125,5,4,8,2.09458031470493,NA,2.09884061890795,1.85223118536849,0.583138044561489,NA,-0.549939449779344,-0.772682635125052,-1.26355309936556,-0.300191238223053,1.82294842627744e-23,NA,2.9649255942247e-07,0.0383241401303799,0.869234643171419,NA,0.429565851385565,0.023593663647059,0.0484176951530095,0.180886462677498
"fructose 1-phosphate","KIRC","Kidney",1,1,0,0,1,0,1,1,1,3.24243431709623,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86554222766022e-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fructose-6-phosphate","KIRC;BRCA;BRCATang","Kidney;Breast",3,0.333333333333333,0,0,0.333333333333333,0,3,3,9,2.78394108405541,NA,3.5259500750155,4.50163425736987,0.980394736119924,-0.517382587566485,-0.227074505069666,0.490113594545914,0.197455067096037,-0.753308744984411,1.42589657137318e-36,NA,2.76022810749086e-12,0.0113337490256678,0.225693661597134,0.616824214707374,0.562852675456899,0.114953352089617,0.69446492795123,0.0650882339686921
"fucose","BRCA;BRCATang;OV","Breast;Ovary",3,0.5,0,0,0.5,0,3,3,6,-0.307698886478866,NA,1.99386305888649,2.22736155103297,1.75986062818537,NA,NA,0.612494810048292,NA,0.184856954398582,0.0596080269033817,NA,4.93072212773097e-11,0.0108386846762646,0.000381563604162831,NA,NA,0.327636513569254,NA,0.282376843295943
"fumarate","KIRC;BRCA;BRCATang;OV;PAADHussain1;PRAD","Kidney;Breast;Ovary;Pancreas;Prostate",4,0.444444444444444,2,0.222222222222222,0.444444444444444,0.222222222222222,6,6,9,-1.7788291531889,NA,1.58468033969446,3.51476821875479,1.3263314813596,-0.534816604900072,-1.24194945579133,-0.771467945279835,1.25296790288442,0.307004990262413,9.84037200771521e-30,NA,7.59591511994566e-09,0.000162635051073185,0.00828297630633305,0.263442514888988,0.0475753764327604,0.0777186967443428,0.000640797028920186,0.37214474008525
"gabapentin","","",0,0,0,0,0,0,0,0,1,-0.0627070900758007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676300626394641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galactose","","",0,0,0,0,0,0,0,0,5,0.588010215203163,NA,0.428997369687944,NA,1.51103431765909,NA,0.980996662949255,NA,NA,-0.147027554165562,0.180416805518949,NA,0.0872775200400655,NA,0.178288365333651,NA,0.149374954398268,NA,NA,0.812078975704446
"gamma-aminobutyrate (gaba)","KIRC;BRCA;BRCATang;OV","Kidney;Breast;Ovary",3,0.375,1,0.125,0.375,0.125,4,4,8,-1.95534221245126,NA,1.2485803063529,2.48033185836502,2.57669817681494,0.169113429625352,-2.33607845741434,-0.461743810617634,NA,-0.135972141080592,8.05750872491611e-27,NA,5.41966635017797e-08,0.00222605761879859,0.0223249778619462,0.427012939819931,0.241300330917782,0.150437726219794,NA,0.560413771796619
"gamma-glutamylcysteine","KIRC","Kidney",1,0.5,0,0,0.5,0,1,1,2,1.43871246689023,NA,NA,NA,NA,NA,NA,NA,-0.00774309305624178,NA,3.77332045589804e-08,NA,NA,NA,NA,NA,NA,NA,0.989659064381345,NA
"gamma-glutamylglutamate","KIRC;BRCA;BRCATang","Kidney;Breast",3,0.428571428571429,0,0,0.428571428571429,0,3,3,7,2.21507925285398,NA,1.68532974026917,2.08955918991451,-0.301367028921576,NA,0.756369658732107,0.27697114594736,NA,0.622843286740432,2.40496040193129e-26,NA,3.52759819559116e-07,0.00225478497992726,0.708656660350601,NA,0.206243726838109,0.255289717116655,NA,0.21810747003982
"gamma-glutamylglutamine","KIRC;PRAD","Kidney;Prostate",1,0.142857142857143,1,0.142857142857143,0.142857142857143,0.142857142857143,2,2,7,2.0677300577703,NA,0.271103082066427,0.561267671825483,0.983741136131131,NA,0.327010737464248,NA,-1.1402162301938,-0.100788399159027,6.45641551009735e-08,NA,0.990013409623413,0.437632471384021,0.239133304766671,NA,0.87307449835507,NA,0.00725387092855531,0.551705439045431
"gamma-glutamylisoleucine*","KIRC;BRCA;BRCATang","Kidney;Breast",2,0.5,1,0.25,0.25,0,3,1,4,-0.945463613814086,NA,0.439059191137742,1.37940752191065,0.858752449387624,NA,NA,NA,NA,NA,1.49179405351849e-11,NA,0.000492255658173777,0.0110048325808237,0.878178695605378,NA,NA,NA,NA,NA
"gamma-glutamylleucine","BRCA;BRCATang","Breast",2,0.285714285714286,0,0,0.285714285714286,0,2,2,7,-0.0742107055249132,NA,1.24204822751784,2.01980917809125,0.5232898925035,NA,-0.600144660663068,0.0293493573881247,NA,0.282792014347805,0.165922428381277,NA,5.91322729914916e-11,0.00291031144025699,0.982571848047268,NA,0.305410409756524,0.734252141000165,NA,0.20009914903261
"gamma-glutamylphenylalanine","KIRC;BRCATang","Kidney;Breast",1,0.2,1,0.2,0.2,0,2,1,5,-0.437355294656404,NA,NA,1.58936940871231,0.988332038334037,NA,-0.206025477887467,0.0216667539515509,NA,NA,5.3586708926722e-09,NA,NA,0.0113812127566827,0.643254470423384,NA,0.934395500267823,0.441822759127209,NA,NA
"gamma-glutamylvaline","BRCATang","Breast",1,0.333333333333333,0,0,0.333333333333333,0,1,1,3,-0.00635713866406189,NA,NA,2.30128156396956,0.71190976115097,NA,NA,NA,NA,NA,0.536198659289836,NA,NA,0.00363842675085168,0.991555028725614,NA,NA,NA,NA,NA
"gamma-tocopherol","KIRC","Kidney",1,0.2,0,0,0.2,0,1,1,5,2.34471656944849,NA,0.381811843427691,2.00982629647635,1.97625774775223,NA,NA,NA,NA,-0.206936026002459,7.84556207410357e-24,NA,0.613033893652099,0.0631143703963663,0.0770584968118904,NA,NA,NA,NA,0.671239492835229
