"KEGG_CHEBI","GENE","DRUGBANK_CHEBI","KEGG_NAME","DRUGBANK_NAME","DRUGBANK_CATEGORY","DRUGBANK_GROUPS","DRUGBANK_ID","KEGG_PATHWAY_NAMES"
"CHEBI:17489","PDE4C","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE1C","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE4C","CHEBI:4728","3',5'-cyclic AMP","dyphylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00651","Purine metabolism"
"CHEBI:17489","PDE8B","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE7A","CHEBI:4728","3',5'-cyclic AMP","dyphylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00651","Purine metabolism"
"CHEBI:17489","PDE4D","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE11A","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE5A","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE10A","CHEBI:28241","3',5'-cyclic AMP","papaverine","Alimentary Tract and Metabolism;Alkaloids;Benzylisoquinolines;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Functional Gastrointestinal Disorders;Drugs Used in Erectile Dysfunction;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Hypotensive Agents;Isoquinolines;Molecular Mechanisms of Pharmacological Action;Opiate Alkaloids;Papaverine and Derivatives;Pharmacologic Actions;Phosphodiesterase Inhibitors;Therapeutic Uses;Urological Agents;Urologicals;Vasodilator Agents","approved","DB01113","Purine metabolism"
"CHEBI:17489","PDE5A","CHEBI:28177","3',5'-cyclic AMP","theophylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A4 Substrates;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Neurotransmitter Agents;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00277","Purine metabolism"
"CHEBI:17489","PDE4A","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE4A","CHEBI:4728","3',5'-cyclic AMP","dyphylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00651","Purine metabolism"
"CHEBI:17489","PDE7B","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE3A","CHEBI:28177","3',5'-cyclic AMP","theophylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A4 Substrates;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Neurotransmitter Agents;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00277","Purine metabolism"
"CHEBI:17489","PDE4B","CHEBI:4728","3',5'-cyclic AMP","dyphylline","Alkaloids;Anti-Asthmatic Agents;Autonomic Agents;Bronchodilator Agents;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Obstructive Airway Diseases;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Peripheral Nervous System Agents;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Purines;Purinones;Respiratory System;Respiratory System Agents;Theophylline;Theophylline Derivatives;Therapeutic Uses;Vasodilator Agents;Xanthines;Xanthines and Adrenergics","approved","DB00651","Purine metabolism"
"CHEBI:17489","PDE6C","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE5A","CHEBI:46295","3',5'-cyclic AMP","vardenafil","Azoles;Cardiovascular Agents;Chemical Actions and Uses;Cytochrome P-450 CYP3A4 Substrates;Drugs Used in Erectile Dysfunction;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Imidazoles;Molecular Mechanisms of Pharmacological Action;Pharmacologic Actions;Phosphodiesterase 5 Inhibitors;Phosphodiesterase Inhibitors;Piperazines;QTc-Prolonging Agents (Indeterminate Risk and Risk Modifying);Therapeutic Uses;Urological Agents;Urologicals;Vasodilator Agents","approved","DB00862","Purine metabolism"
"CHEBI:17489","PDE10A","CHEBI:4653","3',5'-cyclic AMP","dipyridamole","Blood and Blood Forming Organs;Cardiovascular Agents;Chemical Actions and Uses;Enzyme Inhibitors;Fibrinolytic Agents;Hematologic Agents;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypotensive Agents;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Platelet Aggregation Inhibitors;Platelet Aggregation Inhibitors Excl. Heparin;Pyrimidines;Therapeutic Uses;Vasodilator Agents","approved","DB00975","Purine metabolism"
"CHEBI:17489","PDE1B","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE4B","CHEBI:28241","3',5'-cyclic AMP","papaverine","Alimentary Tract and Metabolism;Alkaloids;Benzylisoquinolines;Cardiovascular Agents;Chemical Actions and Uses;Drugs for Functional Gastrointestinal Disorders;Drugs Used in Erectile Dysfunction;Enzyme Inhibitors;Genito Urinary System and Sex Hormones;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Hypotensive Agents;Isoquinolines;Molecular Mechanisms of Pharmacological Action;Opiate Alkaloids;Papaverine and Derivatives;Pharmacologic Actions;Phosphodiesterase Inhibitors;Therapeutic Uses;Urological Agents;Urologicals;Vasodilator Agents","approved","DB01113","Purine metabolism"
"CHEBI:17489","PDE3A","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE3B","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE8A","CHEBI:27732","3',5'-cyclic AMP","Caffeine;caffeine","Alkaloids;Apnea;Caffeine and Caffeine Containing Products;Central Nervous System Agents;Central Nervous System Stimulants;Chemical Actions and Uses;Combined Inhibitors of CYP3A4 and P-glycoprotein;Cytochrome P-450 CYP1A2 Inhibitors;Cytochrome P-450 CYP1A2 Inhibitors (moderate);Cytochrome P-450 CYP1A2 Substrates;Cytochrome P-450 CYP2C8 Substrates;Cytochrome P-450 CYP2C9 Substrates;Cytochrome P-450 CYP2D6 Substrates;Cytochrome P-450 CYP2E1 Substrates;Cytochrome P-450 CYP3A Inhibitors;Cytochrome P-450 CYP3A4 Substrates;Diagnostic Agents;Enzyme Inhibitors;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Molecular Mechanisms of Pharmacological Action;Nervous System;Neurotransmitter Agents;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Physiological Effects of Drugs;Psychoanaleptics;Psychostimulants, Agents Used for Adhd and Nootropics;Purinergic Agents;Purinergic Antagonists;Purinergic P1 Receptor Antagonists;Purines;Purinones;Tests for Gastric Secretion;Therapeutic Uses;Xanthine Derivatives;Xanthines","approved","DB00201","Purine metabolism"
"CHEBI:17489","PDE4A","CHEBI:4653","3',5'-cyclic AMP","dipyridamole","Blood and Blood Forming Organs;Cardiovascular Agents;Chemical Actions and Uses;Enzyme Inhibitors;Fibrinolytic Agents;Hematologic Agents;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypotensive Agents;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Platelet Aggregation Inhibitors;Platelet Aggregation Inhibitors Excl. Heparin;Pyrimidines;Therapeutic Uses;Vasodilator Agents","approved","DB00975","Purine metabolism"
"CHEBI:17596","ADA","CHEBI:4653","inosine","dipyridamole","Blood and Blood Forming Organs;Cardiovascular Agents;Chemical Actions and Uses;Enzyme Inhibitors;Fibrinolytic Agents;Hematologic Agents;Heterocyclic Compounds;Heterocyclic Compounds, 1-Ring;Hypotensive Agents;Molecular Mechanisms of Pharmacological Action;P-glycoprotein/ABCB1 Inhibitors;P-glycoprotein/ABCB1 Substrates;Pharmacologic Actions;Phosphodiesterase Inhibitors;Platelet Aggregation Inhibitors;Platelet Aggregation Inhibitors Excl. Heparin;Pyrimidines;Therapeutic Uses;Vasodilator Agents","approved","DB00975","Purine metabolism"
"CHEBI:17596","PNP","CHEBI:490877","inosine","didanosine","Anti-HIV Agents;Anti-Infective Agents;Anti-Retroviral Agents;Antiinfectives for Systemic Use;Antimetabolites;Antiviral Agents;Antivirals for Systemic Use;Carbohydrates;Chemical Actions and Uses;Deoxyribonucleosides;Dideoxynucleosides;Direct Acting Antivirals;Enzyme Inhibitors;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Inosine;Molecular Mechanisms of Pharmacological Action;Noxae;Nucleic Acid Synthesis Inhibitors;Nucleic Acids, Nucleotides, and Nucleosides;Nucleoside and Nucleotide Reverse Transcriptase Inhibitors;Nucleoside Reverse Transcriptase Inhibitors;Nucleosides;OAT3 Substrates;Pharmacologic Actions;Purine Nucleosides;Purines;Reverse Transcriptase Inhibitors;Ribonucleosides;Therapeutic Uses;Toxic Actions","approved","DB00900","Purine metabolism"
"CHEBI:17596","PNP","CHEBI:567361","inosine","cladribine","2-Chloroadenosine;Adenosine;Antimetabolites;Antineoplastic Agents;Antineoplastic and Immunomodulating Agents;BCRP/ABCG2 Substrates;Carbohydrates;Chemical Actions and Uses;Deoxyadenosines;Deoxyribonucleosides;Glycosides;Heterocyclic Compounds;Heterocyclic Compounds, 2-Ring;Immunologic Factors;Immunosuppressive Agents;Myelosuppressive Agents;Nucleic Acids, Nucleotides, and Nucleosides;Nucleosides;OCT2 Substrates;Pharmacologic Actions;Physiological Effects of Drugs;Purine Analogues;Purine Nucleosides;Purines;Ribonucleosides;Therapeutic Uses","approved;investigational","DB00242","Purine metabolism"
