isoleucylisoleucine,0.748746,0.842291,0.096653,0.096653,0.683963,1.239714,0.096653,0.096653,1.493807,1.037342,6.815138,0.681791,1.114489,0.096653,0.096653,0.096653,23.481564,0.950511,3.20676,0.642856,0.685043,4.020768,3.763877,6.922511,0.771846,0.106721,0.649741,1.009704,2.782667,0.096653,0.096653,2.645525,0.096653,4.414279,0.482238,9.748198,0.096653,0.559298,0.096653,0.096653,4.0916,1.251229,1,1.064275,0.93481,1,1.046548,2.855777,1.101557,5.365586,0.096653,1.741977,0.096653,1.068731,1.914793,0.450486,0.222765,0.572082,0.096653,3.350201,0.195005,0.096653,1.577549,0.096653,0.608287,1.017706,0.096653,0.345452,0.096653,13.560139,0.096653,0.667975,0.096653,3.381163,0.455568,0.782319,0.876276,0.981726,0.096653,0.096653,12.169737,0.68853,0.652612,5.784629,1.364561,2.405041,9.81292,0.096653,0.096653,4.790482,0.462975,0.096653,1.485352,4.814352,1.38895,1.649954,1.112222,0.465272,1.176573,20.445591,3.77401,7.048495,0.69543,1.279034,0.483149,3.183729,1.596086,0.096653,1.076155,2.657469,4.836271,2.12628,4.937502,1.170023,0.096653,10.938355,5.424954,0.096653,0.096653,1.847979,0.096653,20.432957,0.471335,0.686964,0.096653,0.407108,5.567771,0.096653,0.573933,0.096653,1.018274,2.956859,0.096653,0.974654,1.295613,4.761564,0.096653,0.096653,0.096653,0.296268,1,1.43323,0.764606,1.448875,0.442557,0.306019,0.096653,3.117269,1.641203,0.440465,0.961199,0.096653,0.299142,0.616774,1.848485,0.096653,1,1.471379,1.026147,0.584597,0.727204,0.096653,0.096653,0.506283,0.394397,0.096653,0.096653,0.455269,1.037952,2.3396,0.783397,1.024084,0.243731,0.62227,3.242428,0.096653,2.217244,2.018245,1.304295,2.763372,1.826919,1.4305,1.303964,0.614461,0.861079,1.373517,0.713592,0.096653,0.572583,9.792994,0.751314,0.762079,0.096653,0.096653,0.761986,0.755464,0.096653,0.641618,0.495491,1.234046,0.527542,0.848604,0.096653,0.096653,0.898443,0.295991,0.096653,2.750271,0.297459,0.905116,0.096653,2.190496,0.618654,0.096653,0.096653,0.212107,1.653004,0.096653,1.787669,0.837966,0.096653,0.84285,0.539103,0.404856,2.59868,0.096653,0.635801,0.325879,0.734403,0.890734,3.51998,3.775296,0.096653,0.406396,0.616549,0.920236,0.871022,1.285504,0.764773,0.096653,0.755918,0.407206,0.227142,0.096653,0.9652,1.733047,1.170245,1.067938,0.756686,0.808739,0.096653,0.172909,2.7722,0.54211,0.298512,0.096653,0.982294,0.831499,0.515042,0.277241,8.386279,0.697447,0.623572,1.051,3.554831,0.582004,0.096653,1,0.36695,0.265114,1.049489,2.00263,0.539582,0.589268,0.096653,0.096653
isoleucylmethionine,0.059682,0.059682,0.53479,0.059682,0.059682,0.059682,0.059682,0.059682,1.669112,0.059682,13.274383,0.059682,0.988076,0.059682,0.41734,0.059682,16.426256,0.689752,3.957572,0.600379,0.613215,5.588711,2.427141,11.877048,1.292809,0.092544,0.059682,0.059682,6.790173,0.059682,0.059682,1.507007,0.059682,4.775413,0.509312,21.702549,0.059682,0.059682,0.059682,0.059682,4.845046,2.00362,1.57729,0.059682,0.059682,2.294566,0.984196,4.088625,0.768456,1.517608,0.059682,1.679885,1.270756,0.671458,1.467105,0.539244,0.059682,0.059682,0.059682,5.284023,0.613238,0.736936,1.944167,0.059682,0.059682,1.813003,1.086195,0.983967,0.059682,10.52739,1.067472,1.172052,0.638798,5.378345,0.815178,0.059682,1.016032,0.812725,0.059682,0.86082,13.524974,1.79645,1.089177,4.347089,0.919125,0.591905,8.610774,0.059682,0.059682,8.102923,0.059682,0.059682,1.017036,10.901625,1.119561,1.731454,0.475566,0.966229,1.645709,50.088772,7.783551,5.99883,0.91834,0.795679,0.771561,3.345714,1.500249,0.614999,1.016015,5.768309,2.686019,4.200522,8.263419,1,0.059682,28.240656,7.220853,0.059682,0.059682,1.337671,0.059682,25.169241,0.527546,0.059682,0.059682,0.921931,14.921832,0.528205,0.059682,1.363252,1.066589,3.851464,0.059682,0.973628,0.66107,9.922462,0.618994,0.059682,0.059682,0.059682,0.059682,0.910608,0.059682,0.915395,0.268581,0.102943,0.059682,1.131034,2.794943,0.79305,0.761778,0.059682,0.059682,0.059682,1.328807,0.059682,0.971859,1.124525,0.786583,0.059682,0.059682,0.687285,0.505915,0.114811,0.059682,0.059682,0.870794,1,0.957203,0.982964,0.95665,0.933411,0.103951,0.932528,2.279533,0.68027,1.368524,1.011924,2.882543,3.572436,1.078871,0.059682,0.861288,0.630064,0.513645,0.7122,0.217667,0.059682,0.059682,5.899605,0.059682,0.80403,0.059682,0.706427,0.059682,0.57021,0.059682,0.527682,0.834043,1.16901,0.059682,1.104596,0.534586,0.059682,0.449331,0.689305,0.059682,1.675854,0.059682,0.570982,0.059682,2.652769,0.767061,0.059682,0.059682,0.059682,0.990568,0.059682,1.026371,1.110881,0.059682,0.802818,0.059682,0.059682,1.536252,0.597804,0.739837,0.628748,0.059682,0.059682,1.393323,3.710566,0.4001,1.036321,0.059682,1.358776,0.059682,1.141087,0.059682,0.059682,0.836214,0.540837,0.437342,0.059682,0.964252,1.751405,0.630493,1.01388,0.61755,0.844124,0.059682,0.138761,4.039072,0.059682,0.65131,0.059682,1.507084,0.059682,0.059682,0.059682,3.500908,0.059682,0.059682,0.954625,5.405978,1.020284,0.059682,1.241766,0.059682,0.302686,0.772035,0.891861,1,0.836288,0.261015,0.059682
isoleucylphenylalanine,0.508309,0.0156,0.0156,0.0156,0.0156,0.669944,0.0156,0.0156,1.41454,0.0156,8.205652,0.894678,1.024355,0.0156,0.0156,0.800747,8.33303,0.712914,3.511432,0.330753,0.954961,6.143046,2.543672,10.661234,2.127561,0.054421,0.50863,0.634135,4.08236,0.0156,0.0156,1.766947,0.0156,4.932345,0.651555,16.012745,0.0156,0.375475,0.452453,0.0156,7.035306,2.635756,1.893268,0.0156,0.0156,1.613282,0.481977,4.353592,0.699332,1.217479,0.0156,1.416628,0.0156,0.0156,0.625607,0.0156,0.0156,0.0156,0.0156,7.946428,1.032779,1.334752,1.801197,0.0156,0.0156,1.014968,4.503112,0.577896,0.0156,8.104658,0.0156,0.0156,0.462603,6.167055,1.04806,1.149173,2.522193,1.804214,0.089376,0.741367,13.240898,1.695899,0.837699,4.146648,1.029524,0.918659,8.261004,0.0156,0.0156,5.752945,0.0156,0.0156,1.028506,6.516565,2.356478,2.069414,0.0156,0.654657,0.68033,23.41197,8.251667,9.501478,0.726432,0.894154,0.674181,3.690589,1.057971,0.704974,0.760513,7.687033,3.580739,4.997628,9.181683,1.440944,0.0156,12.264092,4.395725,0.0156,0.36193,1.437244,0.0156,28.135666,0.64366,1.184521,0.0156,1.479375,10.970543,0.37516,0.0156,0.0156,1.787256,4.085354,0.0156,0.525551,1.21307,7.961653,0.0156,0.0156,0.0156,0.491782,0.706133,1.18576,0.0156,1.373864,0.815657,0.066692,0.0156,1.411801,1.326875,0.651374,0.782709,0.529892,0.592223,0.593363,0.984731,0.0156,0.591111,1.250191,0.913367,0.831605,0.0156,0.717274,1.685225,0.05973,0.0156,0.0156,0.395701,0.625544,0.725712,0.984856,1.524371,1.2285,0.090763,0.858403,2.365546,0.0156,2.36026,1.005468,1.684546,2.736205,1.015269,1.063897,2.034064,1,0.809633,1.033052,0.423573,0.0156,0.747106,3.179078,1.071074,0.638518,0.0156,0.537077,0.0156,0.0156,0.766426,0.759779,0.812701,0.639436,1.548031,0.783386,0.0156,0.273277,1.205889,0.754625,0.0156,1.058893,0.0156,0.0156,0.0156,1.522452,0.509201,0.817978,0.897284,0.62816,0.878244,0.0156,1.35148,1.04504,0.994782,0.665902,0.883416,0.709514,1.313493,0.701866,0.802057,0.649636,0.0156,0.879972,1.824214,3.715167,0.727663,1.193272,0.913565,0.760488,0.447423,1.841509,0.464342,0.789616,0.970476,0.525149,0.465964,0.693024,0.942029,1.004692,1.271098,1.005218,0.0156,1.201226,0.278092,0.11016,3.201867,0.0156,0.0156,0.530403,1.10521,0.959761,0.929634,0.542208,2.68569,0.0156,0.0156,0.7419,3.575443,0.76922,0.859756,0.764256,1.081342,0.333531,1,0.911161,1.074356,1.672985,0.0156,0.592829
isoleucylserine,1.023803,0.564025,0.328862,0.335037,0.418392,1.135893,0.487383,0.258282,1.765871,0.438321,6.2138,1.115071,1.323057,0.843349,0.446609,0.62193,15.365629,1.424769,3.286528,0.663275,1.139617,2.250439,2.970211,4.820283,1.381347,0.303477,1.05345,1.232975,3.708319,0.067978,0.49036,1.858868,0.277219,6.975569,0.661743,19.170639,0.246089,0.966354,0.2332,0.347835,3.565517,2.08324,1.36252,1.39854,0.546417,2.221328,1,1.849316,0.956341,2.40765,0.362956,1.613866,0.067978,0.884299,1.727504,0.395291,0.161642,0.601417,0.489024,4.792817,0.312055,0.89519,1.077613,0.491674,0.510817,1.244927,0.338064,0.496274,0.331603,8.524297,0.620891,0.466346,0.506938,2.933101,0.871396,0.824466,0.961442,1.260636,0.067978,0.94655,10.043141,0.941872,0.990694,7.446416,1.396858,1.451955,10.163861,0.410035,0.737806,5.203788,0.516291,0.067978,3.013817,7.043015,1.884588,1.663915,1.549034,0.342398,1.541861,12.498425,3.377465,7.998054,1.19181,1.625745,0.579904,4.005431,1.016797,0.700654,1.37012,5.344955,3.998837,2.330761,5.122877,1.718891,0.930383,9.006445,5.42666,0.466899,0.067978,3.004285,0.136218,14.723719,0.518064,2.194061,0.067978,0.872537,7.535562,0.587139,1.737864,0.524204,1.642593,3.248958,0.067978,1.237096,1.823035,5.028347,0.216463,0.391491,0.067978,0.621495,1.101395,1.206189,0.932946,1.038558,1.242455,0.50334,0.707727,2.486436,2.394147,0.956475,2.109635,0.35134,0.847069,1,1.679612,0.447883,0.521589,2.019259,1.597664,0.345514,1.04366,0.327206,0.564297,0.568939,1.475737,1.229934,0.658411,0.654366,1.019087,2.314416,1.084408,1.330806,0.458796,1.067525,1.875039,0.463164,1.19347,1.271888,1.426718,3.626334,1.461445,1.941193,1.357651,0.710915,0.699162,0.958414,1.271358,0.391278,0.972377,6.752813,0.777284,0.861608,0.33777,0.340623,0.407905,0.7775,0.263011,0.689875,0.640913,1.341409,0.51438,1.957315,0.400233,0.208371,0.792969,0.441324,0.067978,2.095376,0.674047,0.983203,0.31431,1.970019,0.516154,0.590175,0.421536,0.534997,1.226599,0.513192,0.92062,1.320957,0.303109,1.314548,0.646741,0.605076,1.804138,0.807601,0.883408,0.525901,0.580239,1.614622,2.912343,3.438977,0.614958,0.773401,0.744437,0.653477,1.033646,1.161368,1.009306,1.312915,2.211208,0.892067,0.250568,0.657342,1.76549,3.227081,0.902887,1.533796,0.546186,1.38886,0.27634,0.17004,5.749167,0.481479,0.341528,0.270307,2.51966,0.800111,0.945524,0.865691,4.939262,0.747607,1.279562,1.845129,3.31871,1.174451,0.413366,1.134791,0.278478,0.456294,3.198104,2.16766,1.142232,1.280126,0.233078,0.355275
isoleucyltryptophan,0.086901,0.086901,0.086901,0.086901,0.086901,0.086901,0.086901,0.086901,0.694597,0.346694,7.813699,0.431742,0.611601,0.086901,0.086901,0.086901,12.015162,0.086901,2.406249,0.086901,0.550504,1.530777,1.609084,3.971649,0.639921,0.086901,0.086901,1.37246,1.742563,0.086901,0.086901,1.567658,0.086901,1.925852,0.914163,7.584468,0.086901,1,0.086901,0.086901,2.367311,1.504659,1.492823,0.086901,0.086901,0.641939,1.128069,2.015219,0.814373,0.521427,0.086901,1.660956,0.086901,0.086901,1.01747,0.086901,0.086901,0.086901,0.086901,3.652485,2.096987,0.086901,1.858854,0.086901,0.509737,0.086901,4.201716,0.086901,0.086901,9.938639,1.100391,0.965242,0.086901,2.257346,1.375066,0.806407,0.086901,0.086901,0.183295,0.086901,5.697515,0.94112,0.969713,2.32647,0.755249,0.086901,9.680617,0.086901,0.086901,3.688149,0.086901,0.086901,1,5.816785,0.746774,4.2348,0.086901,0.631743,0.542462,26.087824,4.766335,4.074436,0.086901,0.086901,1,2.21514,1.576542,0.66932,1.077916,2.309604,1.787495,1.262241,4.884551,0.633446,0.896582,18.778008,1.619226,0.448161,0.086901,0.83851,0.086901,20.38825,0.789208,0.086901,0.56965,1.378787,11.477729,0.086901,0.086901,0.086901,1.932497,4.521017,0.086901,0.717192,0.984103,8.353726,0.71669,0.086901,0.086901,0.59318,0.757381,0.661935,0.086901,0.962372,0.523597,0.205516,0.086901,1.406571,2.069329,0.086901,0.553082,0.086901,0.086901,0.851315,1.209235,0.086901,0.086901,1.368057,0.990389,0.086901,0.086901,0.086901,0.086901,0.104383,0.357534,0.086901,0.086901,0.840561,1.194797,0.84615,0.086901,1.148685,0.123118,0.086901,1.348505,0.086901,1.066497,1.030287,3.102576,3.019813,0.974057,1.208296,1,0.086901,0.086901,0.504501,0.086901,0.086901,0.689845,4.4047,0.086901,0.086901,0.086901,0.487803,0.086901,0.086901,0.086901,0.411719,0.892577,0.086901,0.086901,0.569637,0.086901,0.086901,0.086901,0.086901,0.086901,1.316627,0.086901,0.086901,0.086901,1.881663,0.086901,0.086901,0.086901,0.464854,0.940311,0.265321,0.911714,1.154413,0.086901,0.086901,0.627969,0.086901,1.167285,0.086901,0.086901,0.515239,0.086901,0.086901,1.017156,2.602037,0.086901,1.545736,0.086901,0.086901,0.620599,0.755608,0.509434,0.086901,0.485695,0.62502,0.622322,0.086901,0.94767,1.011008,0.470674,0.726219,0.086901,1.037628,0.086901,0.174762,3.954476,0.086901,0.086901,0.086901,1.879258,0.894875,0.785349,0.086901,3.085726,0.086901,0.086901,0.620627,3.033104,0.086901,0.086901,0.414915,0.086901,0.528868,0.899608,0.742721,0.627472,1.009611,0.086901,0.816165
isoleucyltyrosine,0.088167,0.088167,0.088167,0.088167,0.088167,0.088167,0.088167,0.088167,0.945293,0.088167,5.942536,0.636089,1.047581,0.088167,0.974324,0.088167,5.91829,0.088167,3.094143,0.541147,0.720991,5.174772,2.965756,10.414893,1.204851,0.088167,0.088167,1.172945,3.178761,0.42153,0.088167,2.037768,0.088167,3.362451,0.867902,8.835891,0.088167,0.088167,0.600597,0.088167,6.291078,1.522467,1.733353,0.088167,0.531244,1.58974,1.021095,3.146744,0.803707,1.223736,0.088167,1,0.088167,0.088167,0.691477,0.088167,0.088167,0.088167,0.788093,4.959535,0.748557,0.088167,1.367154,0.088167,0.088167,1.183096,2.91205,0.777137,0.088167,5.099784,0.088167,0.088167,0.088167,3.810364,0.571942,0.088167,0.674964,0.785155,0.140076,0.088167,6.899276,1,1,4.091262,1.114662,0.529748,6.048654,0.088167,0.088167,5.442924,0.088167,0.088167,0.872892,3.82175,1.18087,1.326426,0.088167,1.556576,0.76733,20.523657,6.488245,7.963158,0.864242,0.572595,0.621644,1.796374,1.412525,0.088167,0.893371,4.32445,2.849622,1.942027,5.467367,0.846304,0.088167,11.727418,3.567538,0.088167,0.088167,1,0.088167,16.646477,0.778936,1,0.088167,1.23267,7.080865,0.088167,0.088167,0.088167,0.81913,2.346678,0.088167,0.66423,0.624074,8.041676,0.088167,0.088167,0.51994,0.088167,1.037674,0.088167,0.088167,0.693665,0.088167,0.14683,0.088167,0.878265,1.619944,0.088167,0.088167,0.088167,0.088167,0.259402,1.314534,0.088167,0.088167,0.449615,0.088167,0.088167,0.492376,0.088167,0.088167,0.09578,0.088167,0.088167,0.088167,0.088167,0.690541,0.863663,1.025676,0.543192,0.135376,0.088167,1.013102,0.088167,1.079658,0.813874,2.02666,2.157689,1.285828,0.616739,0.986898,0.637628,0.088167,0.601295,0.088167,0.088167,0.088167,3.580778,0.088167,0.088167,0.088167,0.088167,0.088167,0.088167,0.088167,0.539417,0.815589,0.088167,0.088167,0.088167,0.088167,0.088167,0.542815,0.088167,0.088167,1.183048,0.088167,0.72451,0.088167,1.137756,0.088167,0.088167,0.088167,0.088167,1.285272,0.088167,0.618346,0.729944,0.088167,0.088167,0.088167,0.088167,1.468585,0.088167,0.088167,0.088167,0.088167,0.813894,1.989802,2.654596,0.258797,1.147096,0.088167,0.088167,0.499535,0.775969,0.088167,0.088167,0.718445,0.088167,0.819816,0.088167,0.088167,0.576942,0.871322,0.578002,0.088167,0.747947,0.088167,0.130025,1.230328,0.088167,0.088167,0.088167,1.376055,0.088167,0.745163,0.088167,3.154035,0.088167,0.088167,0.088167,3.063834,0.478762,0.088167,0.088167,0.088167,0.4747,0.436358,0.735691,0.088167,0.680537,0.088167,0.088167
isoleucylvaline,0.561276,0.210962,0.497466,0.076021,0.076021,1.083062,0.076021,0.076021,2.490151,0.221021,8.407802,0.641512,0.705214,0.329751,0.146052,0.219666,13.903808,0.830253,3.606554,0.877116,0.563353,4.157858,2.829935,11.698762,1.280088,0.146314,0.892522,0.975562,4.103711,0.286166,0.076021,1.958815,0.076021,4.185702,0.388062,16.299465,0.21743,0.562665,0.321847,0.076021,5.3993,1.937778,1,0.548504,0.304985,2.04247,0.97993,3.848213,0.819615,1.012645,0.076021,1.513507,0.434859,0.858005,1.054529,0.578669,0.076021,0.279666,0.865678,4.76368,0.129843,0.877151,2.398379,0.334419,0.398024,1.048311,0.243998,0.41877,0.522103,6.969355,0.733215,0.684353,0.220037,3.117525,0.743468,0.797751,0.807825,1.564717,0.076021,0.434207,11.486233,1.515345,1.18659,3.507035,1.684689,1.138855,5.816528,0.076021,0.212036,6.762378,0.348621,0.423879,1.55243,6.175518,1.957403,1.109442,1,1.024438,0.990676,27.728333,4.737683,5.172472,0.882138,0.958949,0.337761,3.989315,1.926226,0.511499,1.178926,2.789496,2.44877,2.017238,5.748617,1.187658,0.430897,22.225454,5.491396,0.438563,0.249647,1.2961,0.076021,19.71517,0.243605,1.802139,0.455903,0.911099,7.959047,0.212863,0.448201,0.450971,2.30619,1.526405,0.076021,1.033532,2.274944,5.935861,0.156527,0.076021,0.780977,0.99424,1.474015,1.203614,0.076021,1.389334,1.041051,0.430048,0.336047,3.884516,2.470249,1.069011,1.416407,0.076021,0.908322,0.856265,1.501917,0.926049,1.287077,3.217592,1.997358,0.782791,0.432801,0.675813,0.724744,0.311944,1.391877,1.036699,0.837717,0.683012,1.041943,2.362218,0.817323,1.365291,0.440947,1.394462,2.50903,0.659517,1.876279,0.777282,2.739094,3.169333,1.882106,2.192799,1.967749,1.024394,0.985891,1.555694,0.812787,0.835854,0.887192,8.771111,1.297461,0.910569,0.305343,0.628668,0.299289,0.381664,0.945597,0.636382,0.449152,1.28869,0.30037,1.522896,0.523977,0.232186,1,0.560877,0.289676,1.774806,0.712235,0.972391,0.229995,3.054883,0.755585,0.651241,0.638952,0.54501,1.163828,0.076021,0.918939,0.991111,0.510765,1.077872,0.987355,0.605854,2.242109,0.98284,1.590296,0.729638,1.158271,1.110608,2.194142,5.335972,1.212915,0.54324,1.081576,0.530342,1.137823,1.987143,1.000369,1.005822,1.735597,0.804996,0.273061,0.78833,1.800986,2.780362,1.008889,1.197704,0.544689,1.555653,0.641797,0.369527,6.426731,0.558709,0.453733,0.616239,1.462032,0.787044,1.043239,0.606902,6.493137,1.213931,1.495355,1.490166,3.43015,0.999631,1.285743,1.147831,0.806846,0.202132,2.810695,2.968577,1.005759,1.5645,0.178043,0.378392
isovalerylcarnitine,0.168254,0.315717,0.168254,0.552355,0.430423,0.510223,0.381408,0.341378,0.168254,0.416627,0.168254,0.602712,0.570721,0.486187,0.581674,0.530926,0.862924,0.336605,0.963205,0.446339,1.489232,0.427601,0.311038,1.016436,2.862108,0.4248,0.264823,0.23476,0.647141,0.322645,0.350493,0.437916,0.534635,3.306136,0.168254,0.312244,0.245,0.44102,0.537404,0.450505,0.351907,1.314002,0.471535,1.643117,0.315237,0.798519,0.818323,0.168254,0.320578,0.780625,0.604092,0.462019,0.201278,0.640163,0.216976,0.329264,0.312145,0.275082,0.55757,5.461861,0.168254,0.330114,0.290328,0.168254,0.350582,0.275024,2.260065,0.45308,0.550389,0.168254,0.232241,0.232537,0.916918,0.749471,0.401047,0.503772,0.413748,0.809531,0.347284,1.157184,0.9629,0.534641,1.217005,0.423546,0.650038,0.168254,0.168254,0.30861,0.314667,1.926776,1.108158,0.265283,1.351166,1.054428,0.448971,0.518158,0.244777,0.672063,0.168254,1.238989,0.168254,0.30913,1.248807,0.270336,0.168254,0.274783,0.340159,1.549738,0.366004,0.363329,1.071024,1.07503,0.168254,0.326563,1,1.509376,0.242431,0.476867,0.344703,0.987808,0.5149,0.325742,0.168254,0.48159,0.435709,1,0.893,0.168254,0.264065,0.235116,0.622314,0.666569,0.246805,1.036795,0.715736,0.298802,0.833923,1.990224,2.103646,2.612966,1.054621,3.207404,3.156849,1.786054,2.008996,1.270475,0.39734,4.08074,1.548472,1,2.328636,0.46936,4.936706,1.478593,0.641629,1.679753,1.463014,0.636697,2.384239,1.19952,6.094475,2.33136,4.818506,1.137076,0.729641,2.008546,0.975561,3.917519,2.091742,0.777579,4.866721,0.529388,1.356567,1.857247,2.336637,6.907724,1.817289,1.537401,0.466747,0.783471,3.698989,1.534871,2.92204,2.55802,4.101667,0.976362,2.593814,4.394612,11.717823,1.323425,1.232095,1.983298,0.747944,1.393973,1.567852,2.580662,1.103018,0.381692,2.302431,1.911462,0.60713,3.380548,1.435686,3.415703,0.80052,3.1162,11.827599,1.360196,2.785215,1.53521,4.050774,0.89116,1,1.529399,0.874719,3.150907,1.425848,1.262992,8.313188,0.952146,2.288011,3.531088,0.983564,2.281553,0.854272,0.481461,2.822049,2.891412,1.340818,1.023351,4.031358,2.475318,0.609332,0.74309,3.292247,2.376269,1.389624,4.999484,1.534923,1.242869,2.612454,1.078606,2.975012,1.938906,5.633533,1.033883,5.612175,1.331421,1.43184,0.469465,0.921394,8.173424,1.271496,2.190912,1.488883,8.419974,0.904922,1.012192,2.212466,1.640571,2.201363,1.072674,0.737428,2.201373,0.729885,1.766952,1.673394,1.987643,2.143198,1.406368,1.714728,1.784947,0.485063,1.734869,1.090194,0.340166
kynurenine,7.649567,0.57608,0.936762,0.550947,1.047696,1.317644,2.34775,2.147829,4.991875,3.446208,7.939787,5.798135,0.952514,3.226068,0.37838,4.833192,8.001625,2.701309,7.618862,5.647306,7.632504,16.556061,3.819644,6.452997,4.910785,6.793535,1.976549,12.251827,2.152963,0.909239,0.792416,3.247793,4.115912,0.919163,5.176804,4.675012,0.662689,1.379191,4.613954,3.082339,6.512291,2.32976,7.040443,2.995621,5.657486,9.952303,1.608044,5.04451,2.88587,0.892602,2.331676,11.980367,3.442025,12.05249,2.164496,8.684731,5.632012,2.657497,4.301407,5.367302,0.811353,5.404703,7.402634,9.901439,7.460125,9.50269,4.335615,6.160501,1.970552,0.732266,9.11179,1.581045,1.488616,12.661272,13.673635,8.541554,5.090559,7.572359,6.177145,8.389223,15.884462,8.741782,8.487943,1.208495,5.099717,3.259942,10.293465,0.634458,1.649996,11.870594,3.651971,0.709718,0.952304,2.138106,6.118835,10.596397,0.247533,5.235638,1.081591,5.388034,12.240478,4.320615,1.582051,4.543423,8.236197,7.188348,11.012574,2.172473,7.681606,1.152308,1.249721,1.434301,2.904318,11.477139,0.445367,1.632713,7.747291,4.671146,0.458203,5.707538,3.54017,7.603158,4.485621,8.332866,0.746032,12.186885,0.606211,0.411215,1.468487,3.525339,0.180439,5.173923,2.344932,1.063052,0.428282,11.577039,24.962667,6.767951,0.291781,0.388379,0.478824,1.132411,0.079058,0.361106,0.299942,0.244026,0.420911,0.362387,1.237679,0.439477,1.143569,1.537587,0.124246,0.514364,0.570496,0.143233,0.246585,0.580015,1.063238,1.611541,0.10658,0.096389,0.513119,0.34072,0.404776,0.329595,0.474246,0.784324,0.629609,0.288002,0.270488,1.080837,0.224875,0.469414,0.239615,0.491931,0.126717,0.469604,0.465575,0.912262,1.188647,0.311313,0.300697,0.685603,1.712145,0.329911,0.378928,1.107398,0.303679,0.731533,0.159668,1.48116,0.701811,0.742382,0.645203,0.421929,0.244694,0.530128,0.486647,1.15641,0.684512,0.836796,0.408102,0.375689,0.34565,0.529998,0.446676,0.567244,0.177721,1.11582,0.686245,0.499405,0.261302,0.210969,0.137486,1.100498,0.610531,0.364824,0.510231,1.133633,0.408036,0.173818,0.351624,0.642196,0.536947,0.157448,0.305399,0.306792,0.259147,0.660291,0.140146,0.634958,0.74217,0.730659,1.550112,0.936948,1.954791,0.814398,1.059167,0.155087,0.232649,0.807827,2.096024,2.046652,0.479601,0.918409,0.884539,0.843278,0.534923,0.249463,0.831631,0.418507,0.42551,0.398675,0.606518,0.640468,1.386671,0.207679,2.557803,0.515063,0.457712,0.040047,0.361472,0.294859,0.543681,0.596906,3.946941,0.683082,0.557152,0.552365,0.84359,0.36324,0.594493,0.194472,1.047486,0.171624
lactate,0.720878,0.170714,0.183687,0.411238,1.033538,0.452933,0.408322,0.236264,0.985397,0.67762,1.538935,1.056585,0.489096,1.209033,0.3688,0.948649,2.572681,0.716536,2.301456,0.339387,1.131548,1.524528,1.158534,1.441109,1.27721,0.757667,1.023849,1.735464,1.482942,0.255982,0.871562,1.334824,0.582162,2.111401,0.522345,2.596654,1.140655,0.851358,0.783212,0.409688,1.623813,1.964314,1.654659,1.378857,0.796669,1.496138,1.257394,1.755264,0.76667,1.81279,0.643278,1.875125,0.76307,2.02394,1.415196,1.799707,1.195752,0.587938,1.328109,1.995797,1.434347,0.054469,1.783364,1.141508,1.66481,1.574944,1.048349,1.926559,2.051129,2.135502,2.30051,1.504979,1.137562,1.733714,1.279933,2.177075,1.396438,1.552917,0.982672,2.006202,2.768758,0.819153,1.90914,2.323408,2.360233,0.600646,2.20134,0.788144,0.321696,1.794381,1.628145,0.734738,1.54537,2.672994,1.307706,1.421753,0.523354,1.655824,1.408505,1.970105,1.948155,1.891577,1.434343,1.023956,1.372368,2.306102,0.617653,1.547633,1.300323,1.9497,2.383232,1.286873,2.623301,1.921039,1.843964,2.57198,1.745918,1.049338,0.952527,1.307546,0.90095,2.070122,0.939785,1.821396,1.269794,1.40585,1.547164,0.054469,0.230048,0.474099,0.367878,0.778591,0.202824,1.048258,0.660803,0.622981,1.533806,1.466624,0.652249,0.949491,0.428188,0.591558,0.451613,0.508275,0.527468,0.283983,0.596547,0.741357,1.091705,0.506912,0.733185,0.65546,0.608674,0.60398,1.318402,0.646625,0.788761,0.186682,0.500486,0.984594,0.966462,0.844659,0.774581,0.380459,0.520349,0.790799,0.624419,0.345618,1.048488,0.837238,1.48046,1.148556,0.587688,1.140905,1.652926,0.548328,0.242179,0.447175,0.95491,1.289924,0.972403,0.528185,0.61127,0.967421,0.950662,1.005103,0.460639,0.897336,0.625499,1.249362,0.670489,0.987276,1.131207,1.062622,1.248316,0.673569,0.958985,1.040592,0.923045,0.822273,1.145157,0.79158,0.905212,0.960133,0.590854,1.041015,1.014244,0.837062,2.057423,1.062515,0.937334,1.108083,0.771132,0.782011,1.144968,0.985756,1.017328,1.162478,1.409738,0.825388,0.92427,0.861224,1.290571,0.719271,0.862053,1.081159,0.838947,0.781758,0.88815,1.261272,0.824607,1.403913,1.162211,1.057517,1,0.735328,0.877041,1.980397,1.104895,1.414203,0.363114,0.752513,1.355343,1.246963,0.532336,1.411711,0.739307,1.552976,1.516412,0.387258,0.940095,1.253936,1.786815,1.012723,0.638233,1.083049,1.417487,0.867618,0.815869,0.971521,0.863925,0.217218,0.879919,0.737873,1.171209,0.994897,0.449996,0.423834,0.528242,0.253877,0.937589,0.683404,0.342332,0.338308,0.711697,0.388334
