"","X","ID","Source","FinalName"
"122","C08367","Metabolite 191","KIRC cis-vaccenate (18:1n7) :,BRCA:cis-vaccenate (18:1n7),BRCATang:cis-vaccenate (18:1n7),LGG:vaccenate (18:1n7),OV:cis-vaccenate (18:1n7),PAADHussain2:cis-vaccenate (18:1n7),PRADLODA:cis-vaccenate (18:1n7)","cis-vaccenate (18:1n7)"
"123","C07572","Metabolite 192","KIRC citalopram :,LGG:citalopram","citalopram"
"124","D07704","Metabolite 192","KIRC citalopram :","citalopram"
"125","C00815","Metabolite 193","KIRC citramalate :","citramalate"
"126","C00158","Metabolite 194","KIRC citrate :,BRCA:citrate,BRCATang:citrate,LGG:citrate,OV:citrate,PAAD:citrate,PAADHussain1:citrate,PAADHussain2:citrate,PRAD:citrate,PRADLODA:citrate","citrate"
"127","D00037","Metabolite 194","KIRC citrate :,BRCA:citrate,BRCATang:citrate,OV:citrate,PAAD:citrate,PRAD:citrate","citrate"
"128","C00327","Metabolite 195","KIRC citrulline :,BLCA:citrulline,BRCA:citrulline,BRCATang:citrulline,LGG:citrulline,OV:citrulline,PAAD:citrulline,PAADHussain1:citrulline,PAADHussain2:citrulline,PRAD:citrulline,PRADLODA:citrulline","citrulline"
"129","D07706","Metabolite 195","KIRC citrulline :,BLCA:citrulline,BRCA:citrulline,BRCATang:citrulline,OV:citrulline,PAAD:citrulline,PRAD:citrulline","citrulline"
"130","C00735","Metabolite 197","KIRC cortisol :,BLCA:cortisol,BRCA:cortisol,OV:cortisol,PAADHussain1:cortisol,PAADHussain2:cortisol","cortisol"
"131","D00088","Metabolite 197","KIRC cortisol :,BLCA:cortisol,BRCA:cortisol,OV:cortisol","cortisol"
"132","C00762","Metabolite 198","KIRC cortisone :,OV:cortisone","cortisone"
"133","D07749","Metabolite 198","KIRC cortisone :,OV:cortisone","cortisone"
"134","C00300","Metabolite 199","KIRC creatine :,BLCA:creatine,BRCA:creatine,BRCATang:creatine,LGG:creatine,OV:creatine,PAAD:creatine,PAADHussain1:creatine,PAADHussain2:creatine,PRADLODA:creatine","creatine"
"135","C00791","Metabolite 200","KIRC creatinine :,BRCA:creatinine,BRCATang:creatinine,LGG:creatinine,OV:creatinine,PAADHussain1:creatinine,PAADHussain2:creatinine,PRAD:creatinine,PRADLODA:creatinine","creatinine"
"136","D03600","Metabolite 200","KIRC creatinine :,BRCA:creatinine,BRCATang:creatinine,OV:creatinine,PRAD:creatinine","creatinine"
"137","C00097","Metabolite 201","KIRC cysteine :,BRCA:cysteine,BRCATang:cysteine,LGG:cysteine,OV:cysteine,PAAD:cysteine,PAADHussain1:cysteine,PAADHussain2:cysteine,PRAD:cysteine,PRADLODA:cysteine","cysteine"
"138","D00026","Metabolite 201","KIRC cysteine :,BRCA:cysteine,BRCATang:cysteine,OV:cysteine,PAAD:cysteine,PRAD:cysteine","cysteine"
"139","C01419","Metabolite 203","KIRC cysteinylglycine :,BRCATang:cysteinylglycine,OV:cysteinylglycine,PRADLODA:cysteinylglycine","cysteinylglycine"
"140","C00491","Metabolite 204","KIRC cystine :,BRCA:cystine,BRCATang:cystine,LGG:cystine,OV:cystine,PAADHussain1:cystine,PAADHussain2:cystine,PRADLODA:cystine","cystine"
"141","D03636","Metabolite 204","KIRC cystine :,BRCA:cystine,BRCATang:cystine,OV:cystine","cystine"
"142","C00475","Metabolite 205","KIRC cytidine :,BRCA:cytidine,BRCATang:cytidine,LGG:cytidine,OV:cytidine,PAAD:cytidine,PAADHussain1:cytidine,PAADHussain2:cytidine,PRAD:cytidine,PRADLODA:cytidine","cytidine"
"143","D07769","Metabolite 205","KIRC cytidine :,BRCA:cytidine,BRCATang:cytidine,OV:cytidine,PAAD:cytidine,PRAD:cytidine","cytidine"
"144","C00307","Metabolite 206","KIRC cytidine 5'-diphosphocholine :,BRCA:cytidine 5'-diphosphocholine,BRCATang:cytidine 5'-diphosphocholine,OV:cytidine 5'-diphosphocholine,PAAD:cdp-choline,PAADHussain1:cytidine 5'-diphosphocholine,PRADLODA:cytidine 5'-diphosphocholine","cytidine 5'-diphosphocholine"
"145","D00057","Metabolite 206","KIRC cytidine 5'-diphosphocholine :,BRCA:cytidine 5'-diphosphocholine,BRCATang:cytidine 5'-diphosphocholine,OV:cytidine 5'-diphosphocholine","cytidine 5'-diphosphocholine"
"146","C00055","Metabolite 207","KIRC cytidine 5'-monophosphate (5'-cmp) :,BLCA:cytidine monophosphate (cmp),BRCA:cytidine 5'-monophosphate (5'-cmp),BRCATang:cytidine 5'-monophosphate (5'-cmp),OV:cytidine 5'-monophosphate (5'-cmp),PAAD:cmp,PAADHussain1:cytidine 5'-monophosphate (5'-cmp),PAADHussain2:cytidine 5'-monophosphate (5'-cmp),PRAD:cytidine monophosphate (cmp),PRADLODA:cytidine 5'-monophosphate (5'-cmp)","cytidine 5'-monophosphate (5'-cmp)"
"147","C05822","Metabolite 208","KIRC cytidine-3'-monophosphate (3'-cmp) :,BRCATang:cytidine-3'-monophosphate (3'-cmp),OV:cytidine-3'-monophosphate (3'-cmp),PAADHussain1:cytidine-3'-monophosphate (3'-cmp),PAADHussain2:cytidine-3'-monophosphate (3'-cmp)","cytidine-3'-monophosphate (3'-cmp)"
"148","C02354","Metabolite 209","KIRC cytosine-2',3'-cyclic monophosphate :","cytosine-2',3'-cyclic monophosphate"
"149","C01181","Metabolite 210","KIRC deoxycarnitine :,BRCA:deoxycarnitine,BRCATang:deoxycarnitine,LGG:deoxycarnitine,OV:deoxycarnitine,PAADHussain1:deoxycarnitine,PAADHussain2:deoxycarnitine,PRADLODA:deoxycarnitine","deoxycarnitine"
"150","C16525","Metabolite 211","KIRC dihomo-linoleate (20:2n6) :,BRCATang:dihomo-linoleate (20:2n6),LGG:dihomolinoleate (20:2n6),OV:dihomo-linoleate (20:2n6),PAADHussain1:dihomo-linoleate (20:2n6),PAADHussain2:dihomo-linoleate (20:2n6),PRADLODA:dihomo-linoleate (20:2n6)","dihomo-linoleate (20:2n6)"
"151","C03242","Metabolite 212","KIRC dihomo-linolenate (20:3n3 or n6) :,BRCA:dihomo-linolenate (20:3n3 or n6),BRCATang:dihomo-linolenate (20:3n3 or n6),LGG:dihomolinolenate (20:3n3 or 3n6),OV:dihomo-linolenate (20:3n3 or n6),PAADHussain1:dihomo-linolenate (20:3n3 or n6),PAADHussain2:dihomo-linolenate (20:3n3 or n6),PRADLODA:dihomo-linolenate (20:3n3 or n6)","dihomo-linolenate (20:3n3 or n6)"
"152","C16522","Metabolite 212","KIRC dihomo-linolenate (20:3n3 or n6) :,BRCATang:dihomo-linolenate (20:3n3 or n6),OV:dihomo-linolenate (20:3n3 or n6)","dihomo-linolenate (20:3n3 or n6)"
"153","C03626","Metabolite 214","KIRC dimethylarginine (sdma + adma) :,BRCA:dimethylarginine (sdma + adma),BRCATang:assymetric dimethylarginine (adma),LGG:dimethylarginine (adma + sdma),OV:dimethylarginine (sdma + adma),PAADHussain1:dimethylarginine (sdma + adma),PAADHussain2:dimethylarginine (sdma + adma),PRAD:assymetric dimethylarginine (adma),PRADLODA:dimethylarginine (sdma + adma)","dimethylarginine (sdma + adma)"
"154","C01026","Metabolite 215","KIRC dimethylglycine :,BLCA:dimethylglycine,OV:dimethylglycine,PAAD:dimethylglycine,PAADHussain2:dimethylglycine","dimethylglycine"
"155","C16533","Metabolite 216","KIRC docosadienoate (22:2n6) :,BRCATang:docosadienoate (22:2n6),LGG:docosadienoate (22:2n6),OV:docosadienoate (22:2n6),PAADHussain1:docosadienoate (22:2n6),PAADHussain2:docosadienoate (22:2n6),PRADLODA:docosadienoate (22:2n6)","docosadienoate (22:2n6)"
"156","C06429","Metabolite 219","KIRC docosahexaenoate (dha; 22:6n3) :,BRCA:docosahexaenoate (dha; 22:6n3),BRCATang:docosahexaenoate (dha; 22:6n3),LGG:docosahexaenoate (dha; 22:6n3),LGG:docosapentaenoate (n6 dpa; 22:5n6),OV:docosahexaenoate (dha; 22:6n3),PAADHussain1:docosahexaenoate (dha; 22:6n3),PAADHussain2:docosahexaenoate (dha; 22:6n3),PRADLODA:docosahexaenoate (dha; 22:6n3),PRADLODA:docosapentaenoate (n6 dpa; 22:5n6)","docosapentaenoate (n6 dpa; 22:5n6)"
"157","C16513","Metabolite 218","KIRC docosapentaenoate (n3 dpa; 22:5n3) :,KIRC:docosapentaenoate (n6 dpa; 22:5n6),BRCA:docosapentaenoate (n3 dpa; 22:5n3),BRCATang:docosapentaenoate (n3 dpa; 22:5n3),BRCATang:docosapentaenoate (n6 dpa; 22:5n6),OV:docosapentaenoate (n3 dpa; 22:5n3),OV:docosapentaenoate (n6 dpa; 22:5n6),PAADHussain1:docosapentaenoate (n3 dpa; 22:5n3),PAADHussain2:docosapentaenoate (n3 dpa; 22:5n3),PRADLODA:docosapentaenoate (n3 dpa; 22:5n3)","docosapentaenoate (n3 dpa; 22:5n3)"
"158","C16534","Metabolite 220","KIRC docosatrienoate (22:3n3) :,BRCA:docosatrienoate (22:3n3),BRCATang:docosatrienoate (22:3n3),LGG:docosatrienoate (22:3n3),OV:docosatrienoate (22:3n3),PAADHussain1:docosatrienoate (22:3n3),PAADHussain2:docosatrienoate (22:3n3),PRADLODA:docosatrienoate (22:3n3)","docosatrienoate (22:3n3)"
"159","C02678","Metabolite 221","KIRC dodecanedioate :,OV:dodecanedioate","dodecanedioate"
"160","C06428","Metabolite 222","KIRC eicosapentaenoate (epa; 20:5n3) :,BRCA:eicosapentaenoate (epa; 20:5n3),BRCATang:eicosapentaenoate (epa; 20:5n3),OV:eicosapentaenoate (epa; 20:5n3),PAADHussain1:eicosapentaenoate (epa; 20:5n3),PAADHussain2:eicosapentaenoate (epa; 20:5n3),PRADLODA:eicosapentaenoate (epa; 20:5n3)","eicosapentaenoate (epa; 20:5n3)"
"161","D08061","Metabolite 222","KIRC eicosapentaenoate (epa; 20:5n3) :,BRCA:eicosapentaenoate (epa; 20:5n3),BRCATang:eicosapentaenoate (epa; 20:5n3),OV:eicosapentaenoate (epa; 20:5n3)","eicosapentaenoate (epa; 20:5n3)"
"162","C16526","Metabolite 223","KIRC eicosenoate (20:1n9 or 11) :,BRCA:eicosenoate (20:1n9 or 11),BRCATang:eicosenoate (20:1n9 or 11),LGG:eicosenoate (20:1n9 or 1n11),OV:eicosenoate (20:1n9 or 11),PAADHussain1:eicosenoate (20:1n9 or 11),PAADHussain2:eicosenoate (20:1n9 or 11),PRADLODA:eicosenoate (20:1n9 or 11)","eicosenoate (20:1n9 or 11)"
"163","D00095","Metabolite 224","KIRC epinephrine :","epinephrine"
"164","C00788","Metabolite 224","KIRC epinephrine :","epinephrine"
"165","D02149","Metabolite 224","KIRC epinephrine :","epinephrine"
"166","C05570","Metabolite 225","KIRC ergothioneine :,BRCATang:ergothioneine,LGG:ergothioneine,OV:ergothioneine,PAADHussain1:ergothioneine,PAADHussain2:ergothioneine,PRADLODA:ergothioneine","ergothioneine"
"167","C08316","Metabolite 226","KIRC erucate (22:1n9) :","erucate (22:1n9)"
"168","C00503","Metabolite 227","KIRC erythritol :,BRCATang:erythritol,LGG:erythritol,OV:erythritol,PAADHussain1:erythritol,PAADHussain2:erythritol,PRAD:erythritol,PRADLODA:erythritol","erythritol"
"169","D08915","Metabolite 227","KIRC erythritol :,BRCATang:erythritol,OV:erythritol,PRAD:erythritol","erythritol"
"170","C00189","Metabolite 229","KIRC ethanolamine :,BRCA:ethanolamine,BRCATang:ethanolamine,LGG:ethanolamine,OV:ethanolamine,PAADHussain1:ethanolamine,PAADHussain2:ethanolamine,PRADLODA:ethanolamine","ethanolamine"
"171","D05074","Metabolite 229","KIRC ethanolamine :,BRCA:ethanolamine,BRCATang:ethanolamine,OV:ethanolamine","ethanolamine"
"172","C00016","Metabolite 230","KIRC flavin adenine dinucleotide (fad) :,BRCA:flavin adenine dinucleotide (fad),BRCATang:flavin adenine dinucleotide (fad),OV:flavin adenine dinucleotide (fad),PAAD:fad,PAADHussain1:flavin adenine dinucleotide (fad),PAADHussain2:flavin adenine dinucleotide (fad),PRADLODA:flavin adenine dinucleotide (fad)","flavin adenine dinucleotide (fad)"
"173","D00005","Metabolite 230","KIRC flavin adenine dinucleotide (fad) :,BRCA:flavin adenine dinucleotide (fad),BRCATang:flavin adenine dinucleotide (fad),OV:flavin adenine dinucleotide (fad),PAAD:fad","flavin adenine dinucleotide (fad)"
"174","C00095","Metabolite 231","KIRC fructose :,BRCA:fructose,BRCATang:fructose,LGG:fructose,OV:fructose,PAADHussain1:fructose,PAADHussain2:fructose,PRAD:fructose,PRADLODA:fructose","fructose"
"175","C10906","Metabolite 231","KIRC fructose :,BRCATang:fructose,OV:fructose","fructose"
"176","D00114","Metabolite 231","KIRC fructose :,BRCATang:fructose,OV:fructose","fructose"
"177","C02336","Metabolite 231","KIRC fructose :,BRCA:fructose,BRCATang:fructose,LGG:fructose,OV:fructose,PAADHussain1:fructose,PAADHussain2:fructose,PRAD:fructose,PRADLODA:fructose","fructose"
"178","C01094","Metabolite 232","KIRC fructose 1-phosphate :,LGG:fructose 1-phosphate","fructose 1-phosphate"
"179","C05345","Metabolite 233","KIRC fructose-6-phosphate :,BRCA:fructose-6-phosphate,BRCATang:fructose-6-phosphate,LGG:fructose 6-phosphate,OV:fructose-6-phosphate,PAAD:fructose-6-phosphate,PAADHussain1:fructose-6-phosphate,PAADHussain2:fructose-6-phosphate,PRAD:fructose-6-phosphate,PRADLODA:fructose-6-phosphate","fructose-6-phosphate"
"180","C02095","Metabolite 234","KIRC fucose :,BRCATang:fucose,OV:fucose","fucose"
"181","C01019","Metabolite 234","KIRC fucose :,BRCA:fucose,BRCATang:fucose,OV:fucose,PAADHussain2:fucose,PRADLODA:fucose","fucose"
"182","C00122","Metabolite 235","KIRC fumarate :,BRCA:fumarate,BRCATang:fumarate,LGG:fumarate,OV:fumarate,PAAD:fumarate,PAADHussain1:fumarate,PAADHussain2:fumarate,PRAD:fumarate (trans-butenedioate),PRADLODA:fumarate","fumarate"
"183","D02308","Metabolite 235","KIRC fumarate :,BRCA:fumarate,BRCATang:fumarate,OV:fumarate,PAAD:fumarate,PRAD:fumarate (trans-butenedioate)","fumarate"
"184","D00332","Metabolite 236","KIRC gabapentin :","gabapentin"
"185","C01582","Metabolite 237","KIRC galactose :,OV:galactose,PAADHussain1:galactose","galactose"
"186","C00984","Metabolite 237","KIRC galactose :,BRCA:galactose,OV:galactose,PAADHussain1:galactose,PRADLODA:galactose","galactose"
"187","D04291","Metabolite 237","KIRC galactose :,BRCA:galactose,OV:galactose","galactose"
"188","C00334","Metabolite 238","KIRC gamma-aminobutyrate (gaba) :,BRCA:gamma-aminobutyrate (gaba),BRCATang:gamma-aminobutyrate (gaba),LGG:gamma-aminobutyrate (gaba),OV:gamma-aminobutyrate (gaba),PAAD:4-aminobutyrate,PAADHussain1:gamma-aminobutyrate (gaba),PAADHussain2:gamma-aminobutyrate (gaba),PRADLODA:gamma-aminobutyrate (gaba)","gamma-aminobutyrate (gaba)"
"189","D00058","Metabolite 238","KIRC gamma-aminobutyrate (gaba) :,BRCA:gamma-aminobutyrate (gaba),BRCATang:gamma-aminobutyrate (gaba),OV:gamma-aminobutyrate (gaba),PAAD:4-aminobutyrate","gamma-aminobutyrate (gaba)"
"190","C00669","Metabolite 239","KIRC gamma-glutamylcysteine :,PRAD:g-glutamylcysteine","gamma-glutamylcysteine"
"191","C05282","Metabolite 240","KIRC gamma-glutamylglutamate :,BRCATang:gamma-glutamylglutamate,OV:gamma-glutamylglutamate","gamma-glutamylglutamate"
"192","C05283","Metabolite 241","KIRC gamma-glutamylglutamine :,BRCATang:gamma-glutamylglutamine,LGG:gamma-glutamylglutamine,OV:gamma-glutamylglutamine,PAADHussain1:gamma-glutamylglutamine,PRAD:g-glutamylglutamine,PRADLODA:gamma-glutamylglutamine","gamma-glutamylglutamine"
"193","C02483","Metabolite 246","KIRC gamma-tocopherol :,BRCA:gamma-tocopherol,BRCATang:gamma-tocopherol,LGG:gamma-tocopherol,OV:gamma-tocopherol,PRADLODA:gamma-tocopherol","gamma-tocopherol"
"194","D02332","Metabolite 246","KIRC gamma-tocopherol :,BRCA:gamma-tocopherol,BRCATang:gamma-tocopherol,OV:gamma-tocopherol","gamma-tocopherol"
"195","C00818","Metabolite 247","KIRC glucarate (saccharate) :,OV:glucarate (saccharate),PAADHussain2:glucarate (saccharate)","glucarate (saccharate)"
"196","C00257","Metabolite 248","KIRC gluconate :,BRCA:gluconate,BRCATang:gluconate,LGG:gluconate,OV:gluconate,PAAD:d-gluconate,PAADHussain1:gluconate,PAADHussain2:gluconate,PRADLODA:gluconate","gluconate"
"197","C00031","Metabolite 249","KIRC glucose :,BRCA:glucose,BRCATang:glucose,LGG:glucose,OV:glucose,PAADHussain1:glucose,PAADHussain2:glucose,PRAD:glucose,PRADLODA:glucose","glucose"
"198","C00267","Metabolite 249","KIRC glucose :,BRCATang:glucose,OV:glucose","glucose"
"199","D00009","Metabolite 249","KIRC glucose :,BRCA:glucose,BRCATang:glucose,OV:glucose,PRAD:glucose","glucose"
"200","C00103","Metabolite 250","KIRC glucose 1-phosphate :,OV:glucose 1-phosphate,PAAD:glucose-1-phosphate","glucose 1-phosphate"
"201","C00668","Metabolite 251","KIRC glucose-6-phosphate (g6p) :,BRCA:glucose-6-phosphate (g6p),BRCATang:glucose-6-phosphate (g6p),LGG:glucose 6-phosphate,OV:glucose-6-phosphate (g6p),PAADHussain1:glucose-6-phosphate (g6p),PAADHussain2:glucose-6-phosphate (g6p),PRADLODA:glucose-6-phosphate (g6p)","glucose-6-phosphate (g6p)"
"202","C00092","Metabolite 251","KIRC glucose-6-phosphate (g6p) :,BRCA:glucose-6-phosphate (g6p),BRCATang:glucose-6-phosphate (g6p),LGG:glucose 6-phosphate,OV:glucose-6-phosphate (g6p),PAAD:glucose-6-phosphate,PAADHussain1:glucose-6-phosphate (g6p),PAADHussain2:glucose-6-phosphate (g6p),PRADLODA:glucose-6-phosphate (g6p)","glucose-6-phosphate (g6p)"
"203","C00191","Metabolite 252","KIRC glucuronate :,BRCA:glucuronate","glucuronate"
"204","C16245","Metabolite 252","KIRC glucuronate :","glucuronate"
"205","C00025","Metabolite 253","KIRC glutamate :,BRCA:glutamate,BRCATang:glutamate,LGG:glutamate,OV:glutamate,PAAD:glutamate,PAADHussain1:glutamate,PAADHussain2:glutamate,PRAD:glutamate,PRADLODA:glutamate","glutamate"
"206","D00007","Metabolite 253","KIRC glutamate :,BRCA:glutamate,BRCATang:glutamate,OV:glutamate,PAAD:glutamate,PRAD:glutamate","glutamate"
"207","C00217","Metabolite 253","KIRC glutamate :,BRCA:glutamate,BRCATang:glutamate,LGG:glutamate,OV:glutamate,PAAD:glutamate,PAADHussain1:glutamate,PAADHussain2:glutamate,PRAD:glutamate,PRADLODA:glutamate","glutamate"
"208","C00064","Metabolite 255","KIRC glutamine :,BRCA:glutamine,BRCATang:glutamine,LGG:glutamine,OV:glutamine,PAAD:glutamine,PAADHussain1:glutamine,PAADHussain2:glutamine,PRAD:glutamine,PRADLODA:glutamine","glutamine"
"209","D00015","Metabolite 255","KIRC glutamine :,BRCA:glutamine,BRCATang:glutamine,OV:glutamine,PAAD:glutamine,PRAD:glutamine","glutamine"
"210","C00489","Metabolite 256","KIRC glutarate (pentanedioate) :,BRCATang:glutarate (pentanedioate),LGG:glutarate (pentanedioate),OV:glutarate (pentanedioate),PRAD:glutarate (pentanedioate),PRADLODA:glutarate (pentanedioate)","glutarate (pentanedioate)"
"211","C00127","Metabolite 258","KIRC glutathione, oxidized (gssg) :,BRCA:glutathione, oxidized (gssg),BRCATang:glutathione, oxidized (gssg),LGG:glutathione, oxidized (gssg),OV:glutathione, oxidized (gssg),PAAD:glutathione disulfide,PAADHussain1:glutathione, oxidized (gssg),PAADHussain2:glutathione, oxidized (gssg),PRADLODA:glutathione, oxidized (gssg)","glutathione, oxidized (gssg)"
"212","D00031","Metabolite 258","KIRC glutathione, oxidized (gssg) :,BRCA:glutathione, oxidized (gssg),BRCATang:glutathione, oxidized (gssg),OV:glutathione, oxidized (gssg)","glutathione, oxidized (gssg)"
"213","C00051","Metabolite 259","KIRC glutathione, reduced (gsh) :,BRCA:glutathione, reduced (gsh),BRCATang:glutathione, reduced (gsh),LGG:glutathione, reduced (gsh),OV:glutathione, reduced (gsh),PAAD:glutathione,PAADHussain1:glutathione, reduced (gsh),PAADHussain2:glutathione, reduced (gsh),PRAD:glutathione reduced (gsh),PRADLODA:glutathione, reduced (gsh)","glutathione, reduced (gsh)"
"214","C02471","Metabolite 259","KIRC glutathione, reduced (gsh) :,BRCA:glutathione, reduced (gsh),BRCATang:glutathione, reduced (gsh),LGG:glutathione, reduced (gsh),OV:glutathione, reduced (gsh),PAAD:glutathione,PAADHussain1:glutathione, reduced (gsh),PAADHussain2:glutathione, reduced (gsh),PRAD:glutathione reduced (gsh),PRADLODA:glutathione, reduced (gsh)","glutathione, reduced (gsh)"
"215","D00014","Metabolite 259","KIRC glutathione, reduced (gsh) :,BRCA:glutathione, reduced (gsh),BRCATang:glutathione, reduced (gsh),OV:glutathione, reduced (gsh),PRAD:glutathione reduced (gsh)","glutathione, reduced (gsh)"
"216","C00258","Metabolite 260","KIRC glycerate :,BRCA:glycerate,BRCATang:glycerate,LGG:glycerate,OV:glycerate,PAAD:glycerate,PAADHussain1:glycerate,PAADHussain2:glycerate,PRAD:glycerate,PRADLODA:glycerate","glycerate"
"217","C00116","Metabolite 261","KIRC glycerol :,BRCA:glycerol,BRCATang:glycerol,LGG:glycerol,OV:glycerol,PAADHussain1:glycerol,PAADHussain2:glycerol,PRAD:glycerol,PRADLODA:glycerol","glycerol"
"218","D00028","Metabolite 261","KIRC glycerol :,BRCA:glycerol,BRCATang:glycerol,OV:glycerol,PRAD:glycerol","glycerol"
"219","D05073","Metabolite 261","KIRC glycerol :,BRCA:glycerol,BRCATang:glycerol,OV:glycerol,PRAD:glycerol","glycerol"
"220","C02979","Metabolite 262","KIRC glycerol 2-phosphate :,BRCA:glycerol 2-phosphate,BRCATang:glycerol 2-phosphate,LGG:glycerol 2-phosphate,OV:glycerol 2-phosphate,PAADHussain1:glycerol 2-phosphate,PAADHussain2:glycerol 2-phosphate,PRADLODA:glycerol 2-phosphate","glycerol 2-phosphate"
"221","C00093","Metabolite 263","KIRC glycerol 3-phosphate (g3p) :,BRCA:glycerol 3-phosphate (g3p),BRCATang:glycerol 3-phosphate (g3p),LGG:glycerol 3-phosphate (g3p),OV:glycerol 3-phosphate (g3p),PAAD:sn-glycerol-3-phosphate,PAADHussain1:glycerol 3-phosphate (g3p),PAADHussain2:glycerol 3-phosphate (g3p),PRAD:glycerol-3-phosphate (g3p),PRADLODA:glycerol 3-phosphate (g3p)","glycerol 3-phosphate (g3p)"
"222","C01233","Metabolite 264","KIRC glycerophosphoethanolamine :,BRCATang:glycerophosphoethanolamine,LGG:glycerophosphoethanolamine,OV:glycerophosphoethanolamine,PRADLODA:glycerophosphoethanolamine","glycerophosphoethanolamine"
"223","C00670","Metabolite 265","KIRC glycerophosphorylcholine (gpc) :,BRCATang:glycerophosphorylcholine (gpc),LGG:glycerophosphorylcholine (gpc),OV:glycerophosphorylcholine (gpc),PAAD:glycerophosphocholine,PAADHussain1:glycerophosphorylcholine (gpc),PAADHussain2:glycerophosphorylcholine (gpc),PRAD:glycerophosphorylcholine (gpc),PRADLODA:glycerophosphorylcholine (gpc)","glycerophosphorylcholine (gpc)"
"224","D07349","Metabolite 265","KIRC glycerophosphorylcholine (gpc) :,BRCATang:glycerophosphorylcholine (gpc),OV:glycerophosphorylcholine (gpc),PRAD:glycerophosphorylcholine (gpc)","glycerophosphorylcholine (gpc)"
"225","C00037","Metabolite 266","KIRC glycine :,BRCA:glycine,BRCATang:glycine,LGG:glycine,OV:glycine,PAAD:glycine,PAADHussain1:glycine,PAADHussain2:glycine,PRAD:glycine,PRADLODA:glycine","glycine"
"226","D00011","Metabolite 266","KIRC glycine :,BRCA:glycine,BRCATang:glycine,OV:glycine,PAAD:glycine,PRAD:glycine","glycine"
"227","C00160","Metabolite 268","KIRC glycolate (hydroxyacetate) :,BRCATang:glycolate (hydroxyacetate),LGG:glycolate (hydroxyacetate),OV:glycolate (hydroxyacetate),PAADHussain1:glycolate (hydroxyacetate)","glycolate (hydroxyacetate)"
"228","C03547","Metabolite 268","KIRC glycolate (hydroxyacetate) :,BRCATang:glycolate (hydroxyacetate),LGG:glycolate (hydroxyacetate),OV:glycolate (hydroxyacetate),PAADHussain1:glycolate (hydroxyacetate)","glycolate (hydroxyacetate)"
"229","C11301","Metabolite 269","KIRC glycolithocholate sulfate* :,BRCA:glycolithocholate sulfate*,BRCATang:glycolithocholate sulfate*,OV:glycolithocholate sulfate*,PAADHussain2:glycolithocholate sulfate*","glycolithocholate sulfate*"
"230","C02037","Metabolite 270","KIRC glycylglycine :,BRCA:glycylglycine,BRCATang:glycylglycine,LGG:glycylglycine,PAADHussain1:glycylglycine,PAADHussain2:glycylglycine","glycylglycine"
"231","C02155","Metabolite 272","KIRC glycylleucine :,BRCA:glycylleucine,BRCATang:glycylleucine,OV:glycylleucine,PAADHussain1:glycylleucine,PAADHussain2:glycylleucine,PRADLODA:glycylleucine","glycylleucine"
"232","C00581","Metabolite 281","KIRC guanidinoacetate :,PAAD:guanidoacetic acid,PAADHussain1:guanidinoacetate,PAADHussain2:guanidinoacetate","guanidinoacetate"
"233","C00242","Metabolite 282","KIRC guanine :,BLCA:guanine,BRCA:guanine,BRCATang:guanine,LGG:guanine,OV:guanine,PAAD:guanine,PAADHussain2:guanine,PRAD:guanine,PRADLODA:guanine","guanine"
"234","C00387","Metabolite 283","KIRC guanosine :,BRCA:guanosine,BRCATang:guanosine,LGG:guanosine,OV:guanosine,PAAD:guanosine,PAADHussain1:guanosine,PAADHussain2:guanosine,PRAD:guanosine,PRADLODA:guanosine","guanosine"
"235","C01040","Metabolite 285","KIRC gulono-1,4-lactone :","gulono-1,4-lactone"
"236","C00032","Metabolite 286","KIRC heme :,BRCA:heme*,BRCATang:heme*,OV:heme*,PAADHussain1:heme*,PRADLODA:heme*","heme*"
"237","C01586","Metabolite 288","KIRC hippurate :,BLCA:hippuric acid,BRCA:hippurate,BRCATang:hippurate,LGG:hippurate,OV:hippurate,PAAD:hippuric acid,PAADHussain1:hippurate,PAADHussain2:hippurate,PRAD:hippurate (benzoylglycine),PRADLODA:hippurate","hippurate"
"238","C00388","Metabolite 289","KIRC histamine :,BLCA:histamine,BRCA:histamine,BRCATang:histamine,LGG:histamine,OV:histamine,PAADHussain1:histamine,PAADHussain2:histamine,PRAD:histamine,PRADLODA:histamine","histamine"
"239","D08040","Metabolite 289","KIRC histamine :,BLCA:histamine,BRCA:histamine,BRCATang:histamine,OV:histamine,PRAD:histamine","histamine"
"240","C00135","Metabolite 290","KIRC histidine :,BLCA:histidine,BRCA:histidine,BRCATang:histidine,LGG:histidine,OV:histidine,PAAD:histidine,PAADHussain1:histidine,PAADHussain2:histidine,PRAD:histidine,PRADLODA:histidine","histidine"
"241","D00032","Metabolite 290","KIRC histidine :,BLCA:histidine,BRCA:histidine,BRCATang:histidine,OV:histidine,PAAD:histidine,PRAD:histidine","histidine"
"242","C00155","Metabolite 296","KIRC homocysteine :,BLCA:homocysteine,BRCA:homocysteine,LGG:homocysteine,PAAD:homocysteine,PAADHussain1:homocysteine,PAADHussain2:homocysteine,PRAD:homocysteine","homocysteine"
"243","C05330","Metabolite 296","KIRC homocysteine :,BLCA:homocysteine,BRCA:homocysteine,LGG:homocysteine,PAAD:homocysteine,PAADHussain1:homocysteine,PAADHussain2:homocysteine,PRAD:homocysteine","homocysteine"
"244","C00263","Metabolite 297","KIRC homoserine :,BLCA:homoserine","homoserine"
