"","X","ID","Source","FinalName"
"86","3-hydroxydecanoate","Metabolite 86","KIRC 3-hydroxydecanoate :,BRCA:3-hydroxydecanoate","3-hydroxydecanoate"
"87","3-hydroxyhippurate","Metabolite 87","KIRC 3-hydroxyhippurate :,BRCATang:3-hydroxyhippurate","3-hydroxyhippurate"
"88","3-hydroxyoctanoate","Metabolite 88","KIRC 3-hydroxyoctanoate :","3-hydroxyoctanoate"
"89","3-indoxyl sulfate","Metabolite 89","KIRC 3-indoxyl sulfate :,BRCATang:3-indoxyl sulfate,OV:3-indoxyl sulfate,PAADHussain2:3-indoxyl sulfate,PRADLODA:3-indoxyl sulfate","3-indoxyl sulfate"
"90","3-methyl-2-oxovalerate","Metabolite 90","KIRC 3-methyl-2-oxovalerate :,BRCA:3-methyl-2-oxovalerate,BRCATang:3-methyl-2-oxovalerate,OV:3-methyl-2-oxovalerate,PAADHussain1:3-methyl-2-oxovalerate,PAADHussain2:3-methyl-2-oxovalerate","3-methyl-2-oxovalerate"
"91","3-methylhistidine","Metabolite 91","KIRC 3-methylhistidine :,BRCA:3-methylhistidine,BRCATang:3-methylhistidine,PAADHussain2:3-methylhistidine,PRADLODA:3-methylhistidine","3-methylhistidine"
"92","3-phosphoglycerate","Metabolite 92","KIRC 3-phosphoglycerate :,BRCA:3-phosphoglycerate,LGG:3-phosphoglycerate,OV:3-phosphoglycerate,PAAD:3-phosphoglycerate,PAADHussain1:3-phosphoglycerate,PAADHussain2:3-phosphoglycerate,PRAD:3-phosphoglycerate,PRADLODA:3-phosphoglycerate","3-phosphoglycerate"
"93","3-ureidopropionate","Metabolite 93","KIRC 3-ureidopropionate :,PAADHussain1:3-ureidopropionate","3-ureidopropionate"
"94","4-acetamidophenol","Metabolite 94","KIRC 4-acetamidophenol :,BRCATang:4-acetamidophenol,OV:4-acetamidophenol,PAADHussain1:4-acetamidophenol,PRADLODA:4-acetamidophenol","4-acetamidophenol"
"95","4-acetaminophen sulfate","Metabolite 95","KIRC 4-acetaminophen sulfate :,BRCA:4-acetaminophen sulfate,BRCATang:4-acetaminophen sulfate,LGG:4-acetaminophen sulfate,OV:4-acetaminophen sulfate,PAADHussain1:4-acetaminophen sulfate,PRADLODA:4-acetaminophen sulfate","4-acetaminophen sulfate"
"96","4-androsten-3beta,17beta-diol disulfate 1*","Metabolite 96","KIRC 4-androsten-3beta,17beta-diol disulfate 1* :,BRCA:4-androsten-3beta,17beta-diol disulfate 1*,BRCATang:4-androsten-3beta,17beta-diol disulfate 1*,LGG:4-androsten-3beta,17beta-diol disulfate 1*,OV:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain1:4-androsten-3beta,17beta-diol disulfate 1*,PAADHussain2:4-androsten-3beta,17beta-diol disulfate 1*,PRADLODA:4-androsten-3beta,17beta-diol disulfate 1*","4-androsten-3beta,17beta-diol disulfate 1*"
"97","4-guanidinobutanoate","Metabolite 97","KIRC 4-guanidinobutanoate :,LGG:4-guanidinobutanoate,OV:4-guanidinobutanoate,PAADHussain1:4-guanidinobutanoate,PRAD:4-guanidinobutanoate","4-guanidinobutanoate"
"98","4-hydroxybutyrate (ghb)","Metabolite 98","KIRC 4-hydroxybutyrate (ghb) :,BRCA:4-hydroxybutyrate (ghb),BRCATang:4-hydroxybutyrate (ghb),OV:4-hydroxybutyrate (ghb),PAADHussain1:4-hydroxybutyrate (ghb),PAADHussain2:4-hydroxybutyrate (ghb),PRADLODA:4-hydroxybutyrate (ghb)","4-hydroxybutyrate (ghb)"
"99","4-hydroxyglutamate","Metabolite 99","KIRC 4-hydroxyglutamate :","4-hydroxyglutamate"
"100","4-hydroxyhippurate","Metabolite 100","KIRC 4-hydroxyhippurate :,PAADHussain1:4-hydroxyhippurate","4-hydroxyhippurate"
"101","4-hydroxyphenylacetate","Metabolite 101","KIRC 4-hydroxyphenylacetate :,OV:4-hydroxyphenylacetate,PAADHussain1:4-hydroxyphenylacetate","4-hydroxyphenylacetate"
"102","4-methyl-2-oxopentanoate","Metabolite 102","KIRC 4-methyl-2-oxopentanoate :,BRCA:4-methyl-2-oxopentanoate,BRCATang:4-methyl-2-oxopentanoate,LGG:4-methyl-2-oxopentanoate,OV:4-methyl-2-oxopentanoate,PAADHussain1:4-methyl-2-oxopentanoate,PAADHussain2:4-methyl-2-oxopentanoate,PRAD:4-methyl-2-oxopentanoate","4-methyl-2-oxopentanoate"
"103","5,6-dihydrouracil","Metabolite 103","KIRC 5,6-dihydrouracil :,BRCA:5,6-dihydrouracil,BRCATang:5,6-dihydrouracil,LGG:5,6-dihydrouracil,OV:5,6-dihydrouracil,PAADHussain1:5,6-dihydrouracil,PAADHussain2:5,6-dihydrouracil,PRAD:5,6-dihydrouracil,PRADLODA:5,6-dihydrouracil","5,6-dihydrouracil"
"104","5-aminovalerate","Metabolite 104","KIRC 5-aminovalerate :,BRCA:5-aminovalerate,OV:5-aminovalerate,PAADHussain1:5-aminovalerate","5-aminovalerate"
"105","5-hete","Metabolite 105","KIRC 5-hete :","5-hete"
"106","5-methyltetrahydrofolate (5methf)","Metabolite 106","KIRC 5-methyltetrahydrofolate (5methf) :,BRCATang:5-methyltetrahydrofolate (5methf)","5-methyltetrahydrofolate (5methf)"
"107","5-methylthioadenosine (mta)","Metabolite 107","KIRC 5-methylthioadenosine (mta) :,BRCA:5-methylthioadenosine (mta),BRCATang:5-methylthioadenosine (mta),LGG:5-methylthioadenosine (mta),PAADHussain2:5-methylthioadenosine (mta),PRAD:5-methylthioadenosine (mta),PRADLODA:5-methylthioadenosine (mta)","5-methylthioadenosine (mta)"
"108","5-methyluridine (ribothymidine)","Metabolite 108","KIRC 5-methyluridine (ribothymidine) :,BRCATang:5-methyluridine (ribothymidine),OV:5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)"
"109","5-oxoete","Metabolite 109","KIRC 5-oxoete :","5-oxoete"
"110","5-oxoproline","Metabolite 110","KIRC 5-oxoproline :,BRCA:5-oxoproline,BRCATang:5-oxoproline,LGG:5-oxoproline,OV:5-oxoproline,PAADHussain1:5-oxoproline,PAADHussain2:5-oxoproline,PRADLODA:5-oxoproline","5-oxoproline"
"111","6-keto prostaglandin f1alpha","Metabolite 111","KIRC 6-keto prostaglandin f1alpha :,PAADHussain1:6-keto prostaglandin f1alpha,PAADHussain2:6-keto prostaglandin f1alpha","6-keto prostaglandin f1alpha"
"112","6-phosphogluconate","Metabolite 112","KIRC 6-phosphogluconate :,BRCA:6-phosphogluconate,BRCATang:6-phosphogluconate,LGG:6-phosphogluconate,OV:6-phosphogluconate,PAADHussain1:6-phosphogluconate,PAADHussain2:6-phosphogluconate,PRAD:6-phosphogluconate,PRADLODA:6-phosphogluconate","6-phosphogluconate"
"113","6'-sialyllactose","Metabolite 113","KIRC 6'-sialyllactose :,BRCATang:6'-sialyllactose","6'-sialyllactose"
"114","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)","Metabolite 114","KIRC 7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) :,BRCA:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),BRCATang:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),OV:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PAADHussain2:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca),PRADLODA:7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca)"
"115","7-alpha-hydroxycholesterol","Metabolite 115","KIRC 7-alpha-hydroxycholesterol :,LGG:7-alpha-hydroxycholesterol,OV:7-alpha-hydroxycholesterol","7-alpha-hydroxycholesterol"
"116","7-beta-hydroxycholesterol","Metabolite 116","KIRC 7-beta-hydroxycholesterol :,BRCA:7-beta-hydroxycholesterol,LGG:7-beta-hydroxycholesterol,OV:7-beta-hydroxycholesterol","7-beta-hydroxycholesterol"
"117","acetylcarnitine","Metabolite 117","KIRC acetylcarnitine :,BRCA:acetylcarnitine,BRCATang:acetylcarnitine,OV:acetylcarnitine,PAADHussain1:acetylcarnitine,PAADHussain2:acetylcarnitine,PRADLODA:acetylcarnitine","acetylcarnitine"
"118","ac-ser-asp-lys-pro-oh","Metabolite 118","KIRC ac-ser-asp-lys-pro-oh :,BRCATang:ac-ser-asp-lys-pro-oh,PAADHussain2:ac-ser-asp-lys-pro-oh","ac-ser-asp-lys-pro-oh"
"119","adenine","Metabolite 119","KIRC adenine :,BRCA:adenine,BRCATang:adenine,LGG:adenine,OV:adenine,PAADHussain2:adenine,PRAD:adenine,PRADLODA:adenine","adenine"
"120","adenosine","Metabolite 120","KIRC adenosine :,BLCA:adenosine,BRCA:adenosine,BRCATang:adenosine,LGG:adenosine,OV:adenosine,PAAD:adenosine,PAADHussain1:adenosine,PAADHussain2:adenosine,PRAD:adenosine,PRADLODA:adenosine","adenosine"
"121","adenosine 2'-monophosphate (2'-amp)","Metabolite 121","KIRC adenosine 2'-monophosphate (2'-amp) :,BRCA:adenosine 2'-monophosphate (2'-amp),BRCATang:adenosine 2'-monophosphate (2'-amp),OV:adenosine 2'-monophosphate (2'-amp),PAADHussain1:adenosine 2'-monophosphate (2'-amp),PAADHussain2:adenosine 2'-monophosphate (2'-amp)","adenosine 2'-monophosphate (2'-amp)"
"122","adenosine 3'-monophosphate (3'-amp)","Metabolite 122","KIRC adenosine 3'-monophosphate (3'-amp) :,BRCA:adenosine 3'-monophosphate (3'-amp),BRCATang:adenosine 3'-monophosphate (3'-amp),OV:adenosine 3'-monophosphate (3'-amp),PAADHussain1:adenosine 3'-monophosphate (3'-amp),PAADHussain2:adenosine 3'-monophosphate (3'-amp)","adenosine 3'-monophosphate (3'-amp)"
"123","adenosine 5'-monophosphate (amp)","Metabolite 123","KIRC adenosine 5'-monophosphate (amp) :,BRCA:adenosine 5'-monophosphate (amp),BRCATang:adenosine 5'-monophosphate (amp),OV:adenosine 5'-monophosphate (amp),PAADHussain1:adenosine 5'-monophosphate (amp),PAADHussain2:adenosine 5'-monophosphate (amp),PRADLODA:adenosine 5'-monophosphate (amp)","adenosine 5'-monophosphate (amp)"
"124","adenylosuccinate","Metabolite 124","KIRC adenylosuccinate :,BRCATang:adenylosuccinate,PAADHussain1:adenylosuccinate,PAADHussain2:adenylosuccinate","adenylosuccinate"
"125","adipate","Metabolite 125","KIRC adipate :","adipate"
"126","adrenate (22:4n6)","Metabolite 126","KIRC adrenate (22:4n6) :,BRCA:adrenate (22:4n6),BRCATang:adrenate (22:4n6),LGG:adrenate (22:4n6),OV:adrenate (22:4n6),PAADHussain1:adrenate (22:4n6),PAADHussain2:adrenate (22:4n6),PRADLODA:adrenate (22:4n6)","adrenate (22:4n6)"
"127","agmatine","Metabolite 127","KIRC agmatine :,BRCATang:agmatine,PRADLODA:agmatine","agmatine"
"128","alanine","Metabolite 128","KIRC alanine :,BLCA:alanine,BRCA:alanine,BRCATang:alanine,LGG:alanine,OV:alanine,PAAD:alanine,PAADHussain1:alanine,PAADHussain2:alanine,PRAD:alanine,PRADLODA:alanine","alanine"
"129","alanylalanine","Metabolite 129","KIRC alanylalanine :,OV:alanylalanine,PRAD:alanylalanine","alanylalanine"
"130","alanylglutamate","Metabolite 130","KIRC alanylglutamate :","alanylglutamate"
"131","alanylglycine","Metabolite 131","KIRC alanylglycine :,PAADHussain1:alanylglycine","alanylglycine"
"132","alanylisoleucine","Metabolite 132","KIRC alanylisoleucine :,PAADHussain1:alanylisoleucine","alanylisoleucine"
"133","alanylleucine","Metabolite 133","KIRC alanylleucine :,BRCA:alanylleucine,BRCATang:alanylleucine,OV:alanylleucine,PAADHussain1:alanylleucine,PAADHussain2:alanylleucine,PRADLODA:alanylleucine","alanylleucine"
"134","alanylmethionine","Metabolite 134","KIRC alanylmethionine :","alanylmethionine"
"135","alanylphenylalanine","Metabolite 135","KIRC alanylphenylalanine :,BRCATang:alanylphenylalanine,PAADHussain1:alanylphenylalanine,PAADHussain2:alanylphenylalanine","alanylphenylalanine"
"136","alanylthreonine","Metabolite 136","KIRC alanylthreonine :","alanylthreonine"
"137","alanyltryptophan","Metabolite 137","KIRC alanyltryptophan :","alanyltryptophan"
"138","alanyltyrosine","Metabolite 138","KIRC alanyltyrosine :,PAADHussain1:alanyltyrosine,PAADHussain2:alanyltyrosine,PRADLODA:alanyltyrosine","alanyltyrosine"
"139","alanylvaline","Metabolite 139","KIRC alanylvaline :,PAADHussain1:alanylvaline,PAADHussain2:alanylvaline","alanylvaline"
"140","allo-threonine","Metabolite 140","KIRC allo-threonine :,BRCA:allo-threonine,LGG:allo-threonine,PAADHussain1:allo-threonine","allo-threonine"
"141","alpha-glutamylglutamate","Metabolite 141","KIRC alpha-glutamylglutamate :,PAADHussain1:alpha-glutamylglutamate","alpha-glutamylglutamate"
"142","alpha-glutamyltryptophan","Metabolite 142","KIRC alpha-glutamyltryptophan :","alpha-glutamyltryptophan"
"143","alpha-glutamyltyrosine","Metabolite 143","KIRC alpha-glutamyltyrosine :,PAADHussain2:alpha-glutamyltyrosine","alpha-glutamyltyrosine"
"144","alpha-hydroxyisovalerate","Metabolite 144","KIRC alpha-hydroxyisovalerate :,BRCATang:alpha-hydroxyisovalerate,LGG:alpha-hydroxyisovalerate,OV:alpha-hydroxyisovalerate,PAADHussain1:alpha-hydroxyisovalerate,PAADHussain2:alpha-hydroxyisovalerate,PRADLODA:alpha-hydroxyisovalerate","alpha-hydroxyisovalerate"
"145","alpha-tocopherol","Metabolite 145","KIRC alpha-tocopherol :,BRCA:alpha-tocopherol,BRCATang:alpha-tocopherol,LGG:alpha-tocopherol,OV:alpha-tocopherol,PAADHussain1:alpha-tocopherol,PRADLODA:alpha-tocopherol","alpha-tocopherol"
"146","androsterone sulfate","Metabolite 146","KIRC androsterone sulfate :,BRCA:androsterone sulfate,BRCATang:androsterone sulfate,OV:androsterone sulfate","androsterone sulfate"
"147","anserine","Metabolite 147","KIRC anserine :,BRCATang:anserine,LGG:anserine,PRADLODA:anserine","anserine"
"148","arabitol","Metabolite 148","KIRC arabitol :,BRCATang:arabitol,LGG:arabitol,OV:arabitol,PAADHussain2:arabitol,PRADLODA:arabitol","arabitol"
"149","arabonate","Metabolite 149","KIRC arabonate :,LGG:arabonate,OV:arabonate","arabonate"
"150","arachidate (20:0)","Metabolite 150","KIRC arachidate (20:0) :,OV:arachidate (20:0)","arachidate (20:0)"
"151","arachidonate (20:4n6)","Metabolite 151","KIRC arachidonate (20:4n6) :,BRCA:arachidonate (20:4n6),BRCATang:arachidonate (20:4n6),LGG:arachidonate (20:4n6),OV:arachidonate (20:4n6),PAADHussain1:arachidonate (20:4n6),PAADHussain2:arachidonate (20:4n6),PRAD:arachidonate (20:4n6),PRADLODA:arachidonate (20:4n6)","arachidonate (20:4n6)"
"152","arginine","Metabolite 152","KIRC arginine :,BLCA:arginine,BRCA:arginine,BRCATang:arginine,LGG:arginine,OV:arginine,PAAD:arginine,PAADHussain1:arginine,PAADHussain2:arginine,PRADLODA:arginine","arginine"
"153","argininosuccinate","Metabolite 153","KIRC argininosuccinate :,OV:argininosuccinate,PAADHussain1:argininosuccinate,PRAD:argininosuccinate","argininosuccinate"
"154","arginylleucine","Metabolite 154","KIRC arginylleucine :","arginylleucine"
"155","arginylmethionine","Metabolite 155","KIRC arginylmethionine :","arginylmethionine"
"156","arginylphenylalanine","Metabolite 156","KIRC arginylphenylalanine :","arginylphenylalanine"
"157","arginyltyrosine","Metabolite 157","KIRC arginyltyrosine :","arginyltyrosine"
"158","arginylvaline","Metabolite 158","KIRC arginylvaline :","arginylvaline"
"159","ascorbate (vitamin c)","Metabolite 159","KIRC ascorbate (vitamin c) :,BRCA:ascorbate (vitamin c),BRCATang:ascorbate (vitamin c),LGG:ascorbate (vitamin c),OV:ascorbate (vitamin c),PAADHussain1:ascorbate (vitamin c),PAADHussain2:ascorbate (vitamin c),PRAD:ascorbate (vitamin c),PRADLODA:ascorbate (vitamin c)","ascorbate (vitamin c)"
"160","asparagine","Metabolite 160","KIRC asparagine :,BLCA:asparagine,BRCA:asparagine,BRCATang:asparagine,LGG:asparagine,OV:asparagine,PAAD:asparagine,PAADHussain1:asparagine,PAADHussain2:asparagine,PRAD:asparagine,PRADLODA:asparagine","asparagine"
"161","aspartate","Metabolite 161","KIRC aspartate :,BRCA:aspartate,BRCATang:aspartate,LGG:aspartate,OV:aspartate,PAAD:aspartate,PAADHussain1:aspartate,PAADHussain2:aspartate,PRAD:aspartate,PRADLODA:aspartate","aspartate"
"162","aspartate-glutamate","Metabolite 162","KIRC aspartate-glutamate :,OV:aspartate-glutamate,PAADHussain1:aspartate-glutamate","aspartate-glutamate"
"163","aspartylleucine","Metabolite 163","KIRC aspartylleucine :,BRCATang:aspartylleucine,LGG:aspartylleucine,PAADHussain2:aspartylleucine","aspartylleucine"
"164","aspartylphenylalanine","Metabolite 164","KIRC aspartylphenylalanine :,BRCA:aspartylphenylalanine,BRCATang:aspartylphenylalanine,OV:aspartylphenylalanine,PAADHussain1:aspartylphenylalanine,PAADHussain2:aspartylphenylalanine,PRADLODA:aspartylphenylalanine","aspartylphenylalanine"
"165","aspartyltryptophan","Metabolite 165","KIRC aspartyltryptophan :","aspartyltryptophan"
"166","aspartylvaline","Metabolite 166","KIRC aspartylvaline :","aspartylvaline"
"167","atenolol","Metabolite 167","KIRC atenolol :,PAADHussain1:atenolol","atenolol"
"168","azelate (nonanedioate)","Metabolite 168","KIRC azelate (nonanedioate) :,BRCATang:azelate (nonanedioate),OV:azelate (nonanedioate),PAADHussain1:azelate (nonanedioate),PAADHussain2:azelate (nonanedioate),PRAD:azelate (nonanedioate),PRADLODA:azelate (nonanedioate)","azelate (nonanedioate)"
"169","benzoate","Metabolite 169","KIRC benzoate :,BRCATang:benzoate,LGG:benzoate","benzoate"
"170","beta-alanine","Metabolite 170","KIRC beta-alanine :,BRCA:beta-alanine,BRCATang:beta-alanine,LGG:beta-alanine,OV:beta-alanine,PAADHussain2:beta-alanine,PRADLODA:beta-alanine","beta-alanine"
"171","beta-hydroxypyruvate","Metabolite 171","KIRC beta-hydroxypyruvate :","beta-hydroxypyruvate"
"172","betaine","Metabolite 172","KIRC betaine :,BLCA:betaine,BRCA:betaine,BRCATang:betaine,OV:betaine,PAADHussain2:betaine,PRADLODA:betaine","betaine"
"173","beta-tocopherol","Metabolite 173","KIRC beta-tocopherol :,BRCA:beta-tocopherol","beta-tocopherol"
"174","bilirubin (e,e)*","Metabolite 174","KIRC bilirubin (e,e)* :,BRCA:bilirubin (e,e)*,OV:bilirubin (e,e)*,PAADHussain2:bilirubin (e,e)*","bilirubin (e,e)*"
"175","bilirubin (z,z)","Metabolite 175","KIRC bilirubin (z,z) :,OV:bilirubin (z,z)","bilirubin (z,z)"
"176","butyrylcarnitine","Metabolite 176","KIRC butyrylcarnitine :,BRCA:butyrylcarnitine,BRCATang:butyrylcarnitine,OV:butyrylcarnitine,PAADHussain1:butyrylcarnitine,PAADHussain2:butyrylcarnitine,PRADLODA:butyrylcarnitine","butyrylcarnitine"
"177","caprate (10:0)","Metabolite 177","KIRC caprate (10:0) :,BRCATang:caprate (10:0),LGG:caprate (10:0),OV:caprate (10:0),PAADHussain1:caprate (10:0),PAADHussain2:caprate (10:0)","caprate (10:0)"
"178","caproate (6:0)","Metabolite 178","KIRC caproate (6:0) :,BRCA:caproate (6:0),BRCATang:caproate (6:0),LGG:caproate (6:0),OV:caproate (6:0),PAADHussain1:caproate (6:0),PAADHussain2:caproate (6:0)","caproate (6:0)"
"179","caprylate (8:0)","Metabolite 179","KIRC caprylate (8:0) :,BRCATang:caprylate (8:0),LGG:caprylate (8:0),OV:caprylate (8:0),PAADHussain1:caprylate (8:0),PAADHussain2:caprylate (8:0)","caprylate (8:0)"
"180","carnitine","Metabolite 180","KIRC carnitine :,BLCA:carnitine,BRCA:carnitine,BRCATang:carnitine,LGG:carnitine,OV:carnitine,PAAD:carnitine,PAADHussain1:carnitine,PAADHussain2:carnitine,PRAD:carnitine,PRADLODA:carnitine","carnitine"
"181","catechol sulfate","Metabolite 181","KIRC catechol sulfate :,BRCA:catechol sulfate,BRCATang:catechol sulfate,OV:catechol sulfate,PAADHussain2:catechol sulfate,PRADLODA:catechol sulfate","catechol sulfate"
"182","celecoxib","Metabolite 182","KIRC celecoxib :","celecoxib"
"183","c-glycosyltryptophan*","Metabolite 183","KIRC c-glycosyltryptophan* :,BRCA:c-glycosyltryptophan*,BRCATang:c-glycosyltryptophan*,LGG:c-glycosyltryptophan*,OV:c-glycosyltryptophan*,PAADHussain1:c-glycosyltryptophan*,PAADHussain2:c-glycosyltryptophan*,PRADLODA:c-glycosyltryptophan*","c-glycosyltryptophan*"
"184","chiro-inositol","Metabolite 184","KIRC chiro-inositol :,BRCATang:chiro-inositol,LGG:chiro-inositol,OV:chiro-inositol","chiro-inositol"
"185","cholate","Metabolite 185","KIRC cholate :,BRCATang:cholate,OV:cholate,PAADHussain1:cholate","cholate"
"186","cholesterol","Metabolite 186","KIRC cholesterol :,BRCA:cholesterol,BRCATang:cholesterol,LGG:cholesterol,OV:cholesterol,PAADHussain1:cholesterol,PAADHussain2:cholesterol,PRAD:cholesterol,PRADLODA:cholesterol","cholesterol"
"187","choline","Metabolite 187","KIRC choline :,BRCA:choline,BRCATang:choline,OV:choline,PAAD:choline,PAADHussain2:choline,PRADLODA:choline","choline"
"188","choline phosphate","Metabolite 188","KIRC choline phosphate :,BRCA:choline phosphate,BRCATang:choline phosphate,OV:choline phosphate,PAADHussain1:choline phosphate,PAADHussain2:choline phosphate,PRADLODA:choline phosphate","choline phosphate"
"189","cinnamoylglycine","Metabolite 189","KIRC cinnamoylglycine :","cinnamoylglycine"
"190","cis-aconitate","Metabolite 190","KIRC cis-aconitate :,PRADLODA:cis-aconitate","cis-aconitate"
"191","cis-vaccenate (18:1n7)","Metabolite 191","KIRC cis-vaccenate (18:1n7) :,BRCA:cis-vaccenate (18:1n7),BRCATang:cis-vaccenate (18:1n7),OV:cis-vaccenate (18:1n7),PAADHussain2:cis-vaccenate (18:1n7),PRADLODA:cis-vaccenate (18:1n7)","cis-vaccenate (18:1n7)"
"192","citalopram","Metabolite 192","KIRC citalopram :,LGG:citalopram","citalopram"
"193","citramalate","Metabolite 193","KIRC citramalate :","citramalate"
"194","citrate","Metabolite 194","KIRC citrate :,BRCA:citrate,BRCATang:citrate,LGG:citrate,OV:citrate,PAAD:citrate,PAADHussain1:citrate,PAADHussain2:citrate,PRAD:citrate,PRADLODA:citrate","citrate"
"195","citrulline","Metabolite 195","KIRC citrulline :,BLCA:citrulline,BRCA:citrulline,BRCATang:citrulline,LGG:citrulline,OV:citrulline,PAAD:citrulline,PAADHussain1:citrulline,PAADHussain2:citrulline,PRAD:citrulline,PRADLODA:citrulline","citrulline"
"196","codeine","Metabolite 196","KIRC codeine :","codeine"
"197","cortisol","Metabolite 197","KIRC cortisol :,BLCA:cortisol,BRCA:cortisol,OV:cortisol,PAADHussain1:cortisol,PAADHussain2:cortisol","cortisol"
"198","cortisone","Metabolite 198","KIRC cortisone :,OV:cortisone","cortisone"
"199","creatine","Metabolite 199","KIRC creatine :,BLCA:creatine,BRCA:creatine,BRCATang:creatine,LGG:creatine,OV:creatine,PAAD:creatine,PAADHussain1:creatine,PAADHussain2:creatine,PRADLODA:creatine","creatine"
"200","creatinine","Metabolite 200","KIRC creatinine :,BRCA:creatinine,BRCATang:creatinine,LGG:creatinine,OV:creatinine,PAADHussain1:creatinine,PAADHussain2:creatinine,PRAD:creatinine,PRADLODA:creatinine","creatinine"
"201","cysteine","Metabolite 201","KIRC cysteine :,BRCA:cysteine,BRCATang:cysteine,LGG:cysteine,OV:cysteine,PAAD:cysteine,PAADHussain1:cysteine,PAADHussain2:cysteine,PRAD:cysteine,PRADLODA:cysteine","cysteine"
"202","cysteine-glutathione disulfide","Metabolite 202","KIRC cysteine-glutathione disulfide :,BRCA:cysteine-glutathione disulfide,BRCATang:cysteine-glutathione disulfide,LGG:cysteine-glutathione disulfide,OV:cysteine-glutathione disulfide,PAADHussain1:cysteine-glutathione disulfide,PAADHussain2:cysteine-glutathione disulfide,PRADLODA:cysteine-glutathione disulfide","cysteine-glutathione disulfide"
"203","cysteinylglycine","Metabolite 203","KIRC cysteinylglycine :,BRCATang:cysteinylglycine,OV:cysteinylglycine,PRADLODA:cysteinylglycine","cysteinylglycine"
"204","cystine","Metabolite 204","KIRC cystine :,BRCA:cystine,BRCATang:cystine,LGG:cystine,OV:cystine,PAADHussain1:cystine,PAADHussain2:cystine,PRADLODA:cystine","cystine"
"205","cytidine","Metabolite 205","KIRC cytidine :,BRCA:cytidine,BRCATang:cytidine,LGG:cytidine,OV:cytidine,PAAD:cytidine,PAADHussain1:cytidine,PAADHussain2:cytidine,PRAD:cytidine,PRADLODA:cytidine","cytidine"
"206","cytidine 5'-diphosphocholine","Metabolite 206","KIRC cytidine 5'-diphosphocholine :,BRCA:cytidine 5'-diphosphocholine,BRCATang:cytidine 5'-diphosphocholine,OV:cytidine 5'-diphosphocholine,PAADHussain1:cytidine 5'-diphosphocholine,PAADHussain2:cytidine 5'-diphosphocholine,PRADLODA:cytidine 5'-diphosphocholine","cytidine 5'-diphosphocholine"
"207","cytidine 5'-monophosphate (5'-cmp)","Metabolite 207","KIRC cytidine 5'-monophosphate (5'-cmp) :,BRCA:cytidine 5'-monophosphate (5'-cmp),BRCATang:cytidine 5'-monophosphate (5'-cmp),OV:cytidine 5'-monophosphate (5'-cmp),PAADHussain1:cytidine 5'-monophosphate (5'-cmp),PAADHussain2:cytidine 5'-monophosphate (5'-cmp),PRADLODA:cytidine 5'-monophosphate (5'-cmp)","cytidine 5'-monophosphate (5'-cmp)"
"208","cytidine-3'-monophosphate (3'-cmp)","Metabolite 208","KIRC cytidine-3'-monophosphate (3'-cmp) :,BRCATang:cytidine-3'-monophosphate (3'-cmp),OV:cytidine-3'-monophosphate (3'-cmp),PAADHussain1:cytidine-3'-monophosphate (3'-cmp),PAADHussain2:cytidine-3'-monophosphate (3'-cmp)","cytidine-3'-monophosphate (3'-cmp)"
"209","cytosine-2',3'-cyclic monophosphate","Metabolite 209","KIRC cytosine-2',3'-cyclic monophosphate :","cytosine-2',3'-cyclic monophosphate"
"210","deoxycarnitine","Metabolite 210","KIRC deoxycarnitine :,BRCA:deoxycarnitine,BRCATang:deoxycarnitine,LGG:deoxycarnitine,OV:deoxycarnitine,PAADHussain1:deoxycarnitine,PAADHussain2:deoxycarnitine,PRADLODA:deoxycarnitine","deoxycarnitine"
"211","dihomo-linoleate (20:2n6)","Metabolite 211","KIRC dihomo-linoleate (20:2n6) :,BRCA:dihomo-linoleate (20:2n6),BRCATang:dihomo-linoleate (20:2n6),OV:dihomo-linoleate (20:2n6),PAADHussain1:dihomo-linoleate (20:2n6),PAADHussain2:dihomo-linoleate (20:2n6),PRADLODA:dihomo-linoleate (20:2n6)","dihomo-linoleate (20:2n6)"
"212","dihomo-linolenate (20:3n3 or n6)","Metabolite 212","KIRC dihomo-linolenate (20:3n3 or n6) :,BRCA:dihomo-linolenate (20:3n3 or n6),BRCATang:dihomo-linolenate (20:3n3 or n6),OV:dihomo-linolenate (20:3n3 or n6),PAADHussain1:dihomo-linolenate (20:3n3 or n6),PAADHussain2:dihomo-linolenate (20:3n3 or n6),PRADLODA:dihomo-linolenate (20:3n3 or n6)","dihomo-linolenate (20:3n3 or n6)"
"213","dihydrocholesterol","Metabolite 213","KIRC dihydrocholesterol :,BRCATang:dihydrocholesterol,LGG:dihydrocholesterol","dihydrocholesterol"
