"","KIRC","BRCA","BLCA","BRCATang","LGG","OV","PAAD","PAADHussain1","PAADHussain2","PRAD","PRADLODA","TestStatistic","P-value","AdjustedP-Value","NumStudies","NumPositiveCor","NumNegativeCor"
"Agmatine",0.895151443207535,NA,NA,0.812553952040556,NA,NA,NA,NA,NA,NA,0.47187263610852,2.13876299553613,0.906504270347483,0.935413290358565,3,0,0
"Alanine",9.12193431901187e-10,0.0198135994021569,0.741580782894725,0.112468321632623,0.000140694579262135,0.000738321760478833,0.616736198835716,0.796308154238597,0.160964528577944,0.242740788703038,0.894253077575217,94.7316847739734,5.29962659393581e-11,1.82870277542224e-09,11,4,0
"Alanylalanine",0.0268846279882129,NA,NA,NA,NA,0.562685273828356,NA,NA,NA,0.19835501740859,NA,11.6178645320331,0.0710573098289676,0.157019323670841,3,0,0
"Alanylglutamate",0.0192700759356881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89840371189341,0.0192700759356881,0.0556009197380045,1,1,0
"Alanylglycine",0.0747288881456039,NA,NA,NA,NA,NA,NA,0.293987742758312,NA,NA,NA,7.63621148649712,0.105850782196783,0.214543196130393,2,0,0
"Alanylisoleucine",0.116623575428682,NA,NA,NA,NA,NA,NA,0.989060228425249,NA,NA,NA,4.3196077715401,0.36447623755107,0.529191460290496,2,0,0
"Alanylleucine",0.139128891484287,0.133683991065706,NA,0.70960797987432,NA,0.439510849092248,NA,0.813705588367035,0.916452509692858,NA,0.492322201951795,12.3035802125934,0.581937179593005,0.703918671176586,7,0,0
"Alanylmethionine",0.0653480520630967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45605529422582,0.0653480520630967,0.148013337922914,1,0,0
"Alanylphenylalanine",0.0401984415815531,NA,NA,0.586893039613907,NA,NA,NA,0.632220314142855,0.654994783321307,NA,NA,9.25697019366045,0.321084310496262,0.490415245721335,4,0,0
"Alanylthreonine",0.226128630402267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9733025610972,0.226128630402267,0.381358156109166,1,0,0
"Alanyltryptophan",0.314399399707506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31418225551236,0.314399399707506,0.485256995119251,1,0,0
"Alanyltyrosine",0.069344597497411,NA,NA,NA,NA,NA,NA,0.607696047059144,0.592939947871252,NA,0.356380961513855,9.44232927800256,0.306365367172674,0.476691445002003,4,0,0
"Alanylvaline",0.0773856231394177,NA,NA,NA,NA,NA,NA,0.952797707348877,0.875743708146513,NA,NA,5.47997746364635,0.483879996779849,0.628974572571798,3,0,0
"Allo-Threonine",0.000424019280174992,0.340265858861948,NA,NA,0.007117365814037,NA,NA,0.701400228187893,NA,NA,NA,28.2873077372976,0.000422591896425034,0.00217538783046068,4,1,1
"Alpha-Glutamylglutamate",0.0505154258583917,NA,NA,NA,NA,NA,NA,0.914505403889135,NA,NA,NA,6.14969685770496,0.188244264877376,0.335726976336422,2,0,0
"Alpha-Glutamyltryptophan",0.00777797061606766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71291964216387,0.00777797061606767,0.0253483502811414,1,1,0
"Alpha-Glutamyltyrosine",0.0389658867549407,NA,NA,NA,NA,NA,NA,NA,0.855212030298576,NA,NA,6.80294913270393,0.146675157135319,0.277592566073969,2,0,0
"Alpha-Hydroxyisovalerate",0.68715353649826,NA,NA,0.944348724789185,0.0722299110720943,0.436442238492606,NA,0.174142336823292,0.611881601694694,NA,0.527707842281623,13.5355376245007,0.484854875416103,0.629338849752134,7,0,0
"A-Tocopherol",0.00323961658371519,0.453351277714725,NA,0.889332413979232,0.0613086118054142,0.896336274669788,NA,0.108504153583967,NA,0.105401551089705,0.40007927691946,29.8579687916033,0.0187527502702961,0.0544551017464368,8,1,0
"Androsterone Sulfate",0.00262392934545092,0.485567766449751,NA,0.634837172129914,NA,0.358849818778073,NA,NA,NA,NA,NA,16.2895135994337,0.0384188359730415,0.0964195717218161,4,0,1
"Anserine",0.757469337669704,NA,NA,0.822971428323562,0.0525531363582954,NA,NA,NA,NA,NA,0.979248459107224,6.87901279250066,0.549740896472664,0.682281167403059,4,0,0
"Arabitol",0.0447881589820072,NA,NA,0.993790729429923,0.00215104831883765,0.468302884943536,NA,NA,0.0115182157188054,NA,0.779470837820135,29.4508912057495,0.00337548513414699,0.0126895831184115,6,0,1
"Arabonate",0.00332295964712381,NA,NA,NA,0.0203464753841655,0.140065160181436,NA,NA,NA,NA,NA,23.1347890997302,0.000752568378813821,0.00358856290108064,3,1,0
"Arachidate (20:0)",6.36423003186337e-09,NA,NA,NA,NA,0.381515176449277,NA,NA,NA,NA,NA,39.6723544587601,5.05912872804844e-08,7.63928437935314e-07,2,1,0
"Arachidonate (20:4N6)",0.559687304820124,1.4369209099474e-05,NA,0.705291169224616,0.362693000188951,0.103725088923893,NA,0.394648550749748,0.113718566165319,0.186655771158897,0.804194710271174,40.7206910970347,0.00166335320510634,0.00714217063424808,9,1,0
"Arginine",0.000497974359763287,0.000258897796627799,0.747203159973534,0.444335998288355,0.547836872793439,0.000610758509231868,0.896016430440208,0.73480066178814,0.0144304086388651,NA,0.37679027414161,61.2033097647374,4.63082807835562e-06,4.37034399894812e-05,10,3,0
"Argininosuccinate",2.97079843813997e-05,NA,NA,NA,NA,0.000439182032214935,NA,0.748400662917605,NA,0.239968593943674,NA,39.7435106286629,3.57608152867526e-06,3.56036248898878e-05,4,2,0
"Arginylleucine",0.0131224178392966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66686645182624,0.0131224178392966,0.0400300018936118,1,1,0
"Arginylmethionine",0.0713480575804541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28037031849942,0.0713480575804542,0.157278199921877,1,0,0
"Arginylphenylalanine",0.00568124529989866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3411696546788,0.00568124529989866,0.0197211043743609,1,1,0
"Arginyltyrosine",0.0900788539088246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81413967541744,0.0900788539088247,0.188915374169896,1,0,0
"Arginylvaline",0.00642582673027126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0948599650129,0.00642582673027125,0.0216423755302073,1,1,0
"Ascorbate (Vitamin C)",0.18141443924815,0.175461077670246,NA,0.50845043507972,0.0825647868268988,0.586288715605255,0.428057809120136,0.273248290796139,0.371548657942526,0.83431916145839,0.048226907991356,27.0014718892868,0.135222589522912,0.260663119378208,10,0,0
"Asparagine",3.1273354794692e-07,0.431971323945295,0.311512693489736,0.428534157539479,0.00808564706775217,0.0138457448978084,0.998407901420866,0.895502297989349,0.0369829915352453,0.438351908861339,0.337614594991861,64.4965940321659,4.71511058943738e-06,4.40401050930956e-05,11,2,0
"Aspartate",0.00328499461933252,0.000103342489826019,0.0418223202334743,0.219948802290848,0.417155511901553,0.00362694037675926,0.33643322113606,0.647442966615815,0.299626728367775,0.42150350672574,0.0873080481009825,64.219475292581,5.19660655489104e-06,4.80420973339927e-05,11,3,0
"Aspartate-Glutamate",0.00282484601945132,NA,NA,NA,NA,0.0130259442112379,NA,0.865436975885148,NA,NA,NA,20.7092686983539,0.00206876550367436,0.00844279975823861,3,1,0
"Aspartylleucine",1.98987974724396e-05,NA,NA,0.902195072180209,6.45270669785702e-07,NA,NA,NA,0.550100003972067,NA,NA,51.558053859169,2.04834010451727e-08,3.31392166909402e-07,4,2,0
"Aspartylphenylalanine",0.000181738555429689,0.118252870604668,NA,0.911943252281359,NA,0.00273862793781854,NA,0.982965538049104,0.760314680150706,NA,0.0407302617236409,40.4646703335571,0.000215841748558584,0.00121461257263402,7,2,0
"Aspartyltryptophan",0.0128267941576445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71243800475367,0.0128267941576445,0.0393166877780826,1,1,0
"Aspartylvaline",0.00167513718973225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7837204254826,0.00167513718973225,0.00715884100895009,1,0,1
"Atenolol",0.0328718263179391,NA,NA,NA,NA,NA,NA,0.347987129377772,NA,NA,NA,8.94145823087979,0.0625795197849303,0.1424548867466,2,0,0
"Azelate (Nonanedioate)",0.0591082346695375,NA,NA,0.415997677345084,NA,0.452168007209435,NA,0.535883490858769,0.3327354924481,0.120548445098644,0.0302318470767977,23.6759419554144,0.0501220599542393,0.120788984192331,7,0,0
"Benzoic Acid",6.53709593103269e-07,NA,0.978384312385387,0.187835417505667,0.576585183103103,NA,NA,NA,NA,NA,NA,32.970553379055,6.23452193116746e-05,0.00043118144043036,4,0,1
"_-Alanine",1.89103035452831e-08,0.0373336965598683,NA,0.000529916115441065,0.00167618575065864,0.878720794302076,NA,NA,0.221303223383041,0.890261007057415,0.216783099134614,76.5761045181513,6.84742360871692e-10,1.77250451128501e-08,8,3,0
"Beta-Hydroxypyruvate",0.213227353596873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09079258949452,0.213227353596873,0.368671722058716,1,0,0
"Betaine",0.00211144807986607,3.56081064367686e-06,0.859886574006079,0.526377727478315,NA,0.908395706248089,0.890101745760648,NA,0.356968826435137,NA,0.160410540949074,45.1424299828639,0.00013198198103153,0.000797171165430438,8,2,0
"Beta-Tocopherol",0.00154381774360601,0.768295282713489,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4741560261642,0.00917700927517462,0.0294835829904546,2,1,0
"Bilirubin (E,E)*",0.0635103926962676,0.364002226900272,NA,NA,NA,0.620104408416478,NA,NA,0.872662339675664,NA,NA,8.7624420189395,0.362730822521479,0.527502608674896,4,0,0
"Bilirubin (Z,Z)",0.064094892338063,NA,NA,NA,NA,0.722722566597297,NA,NA,NA,NA,NA,6.14424091344717,0.188632123688044,0.335757768293454,2,0,0
"Butyrylcarnitine",0.000107105811085084,0.0702779147968071,NA,0.84758906327465,0.0018873605080747,0.956792258108638,NA,0.0703332160541561,0.00422328190545929,NA,0.958712543638604,52.8858263646111,7.8741421062215e-06,6.9940909296438e-05,8,2,0
"Caprate (10:0)",0.00156512278877858,NA,NA,0.127838902932125,0.152394567283638,0.7004270719308,NA,0.00397287570567983,0.509204688485717,NA,NA,33.9145859617253,0.00069577959387805,0.00338911995727695,6,0,1
"Caproate (6:0)",0.0339768362568229,0.966421110621542,NA,0.122329203341314,0.954888796398085,0.481753438248082,NA,0.799333832129852,0.68684625458514,NA,NA,13.7867519934694,0.465716186558659,0.612393127753477,7,0,0
"Caprylate (8:0)",0.00194932107735005,NA,NA,0.0904235007532449,0.0228684427807009,0.594557095722661,NA,0.90709916785469,0.969509040574579,NA,NA,26.1398601654627,0.0102552050029707,0.0324867682961239,6,0,1
"Carnitine",0.003302645463922,0.00880711401508272,0.584275147027987,0.778147435737741,0.00299162030880229,0.279168301962843,0.706162784536458,0.165100077179626,0.00106767896855287,0.697028985608813,0.84858032498219,55.6756600023797,9.51529914494704e-05,0.000602857414358183,11,4,0
"Catechol",0.20637424328287,0.66158047942368,NA,0.152147369109228,NA,0.503678217103857,NA,NA,0.469680681424375,0.401066433265926,0.943746660775941,12.5742779618119,0.560284582629286,0.686898283981236,7,0,0
"C-Glycosyltryptophan",0.0909655373314076,0.00104488898975474,NA,0.328772759384986,0.113346169216664,0.0275728684442367,NA,0.000806076221824714,0.53035185336628,NA,0.668042809809853,48.6053785176915,3.81420742050983e-05,0.000287972660248492,8,2,0
"Chiro-Inositol",0.429182787858137,NA,NA,0.94000744994076,0.287167256232098,0.00292818967363218,NA,NA,NA,NA,NA,15.9776024290681,0.0427018142474275,0.105416467869671,4,1,0
"Cholate",0.209681769781917,NA,NA,0.648912387384182,NA,0.39947925666799,NA,0.222787542937298,NA,NA,NA,8.82750393917578,0.35705597732658,0.521762444286906,4,0,0
"Cholesterol",0.108854848139888,0.00635188048842394,NA,0.78466623791211,0.0472297617372365,0.705813148448602,NA,0.123462477089139,0.188857174934883,0.396292957989817,0.67326764521615,32.0003461011031,0.0219851792000577,0.0611355139107444,9,1,0
"Choline",0.91779262890394,0.00702338478543663,NA,0.65391137867215,NA,0.0724396577871358,0.195072745687176,NA,0.490106753771045,NA,0.0707191355928556,26.1812650026323,0.0245465957410007,0.0671724672300595,7,1,0
"Choline Phosphate",2.63810577161294e-06,4.03453814801225e-08,NA,0.231712343465095,0.931648387372813,0.335190411401321,NA,0.514612255343884,0.127918321380927,NA,0.817511837502207,70.8390960134698,7.11084487857976e-09,1.34217197083193e-07,8,2,0
"Cinnamoylglycine",0.63534413398202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907176967217794,0.63534413398202,0.745624074336412,1,0,0
"Aconitate",0.347099351826198,NA,NA,NA,NA,NA,0.329989144360569,NA,NA,0.180675902428431,0.931719463254377,7.8972274124359,0.443573216658903,0.595373828582172,4,0,0
"Cis-Vaccenate",0.00912534690863165,0.000957791960690235,NA,0.847800833407229,0.0328316076035343,0.798641836063641,NA,NA,0.748805414434554,NA,0.811798758609851,31.9033481408216,0.00413469977305594,0.0150443292947337,7,2,0
"Citalopram",0.108813184974103,NA,NA,NA,0.55619522477884,NA,NA,NA,NA,NA,NA,5.60951737827404,0.230269223131596,0.383446141781895,2,0,0
"Citramalate",0.0183142608123663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00015048650199,0.0183142608123663,0.0533527983794336,1,0,1
"Citrate",0.250120156752138,0.109170464678895,NA,0.0024627467981917,0.453248843497844,0.747996618888431,0.252805482799676,0.683708314135461,0.645744712057204,0.855651304797955,0.847008666064129,26.4069077847691,0.152789619047591,0.287193765263729,10,0,0
"Citrulline",0.87224078796415,0.171766746774803,0.631826216777083,0.0713513846645965,0.950677002213123,0.51916788553961,0.970912305864441,0.459168828582757,0.435677967580975,0.117854626024846,0.723701187223021,19.6081687382706,0.607534935488509,0.727115788048334,11,0,0
"Codeine",0.405324057049094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80613678191136,0.405324057049094,0.567463324230513,1,0,0
"Cortisol",0.383271081117291,0.792255179961116,0.84002072749266,NA,NA,0.829573504525487,NA,0.483346395947229,0.342977143966542,NA,NA,6.70033989400553,0.876764564243337,0.918322190987819,6,0,0
"Cortisone",0.0583293559028166,NA,NA,NA,NA,0.910667007838618,NA,NA,NA,NA,NA,5.87045550578882,0.209033867655545,0.363296471726533,2,0,0
"Creatine",0.944123179513611,0.0365343753281022,0.809044234721332,0.130589592163571,0.00748677716683065,0.281371135562062,0.577244242681757,0.346228577963338,0.407322201631894,NA,0.351154593846296,30.66424137882,0.0597819483143122,0.138522877679711,10,0,1
"Creatinine",0.0405166556441663,0.0458645433520678,NA,0.743395132091539,0.000978614991516726,0.843060394599575,NA,0.597322047768021,0.051547351509682,0.117676700361052,0.00851156916376755,48.1428362101976,0.000143374710362051,0.000854588734131701,9,0,1
"Cysteine",4.42455454496837e-08,0.0101928865484675,NA,0.533568252255584,0.0719724458929591,0.0853897073035554,0.0263784783955572,0.334655121347163,0.102888710798233,0.16621818590452,0.276991207459355,74.6438773742766,3.12310968855064e-08,4.96410066285417e-07,10,2,0
"Cysteine-Glutathione Disulfide",0.00731592160767441,0.00294089440913226,NA,0.952134660773899,0.103658025489503,0.247062897600738,NA,0.0493650507680869,0.805201324689489,NA,0.404431041148718,37.1820249787429,0.00197679420468444,0.00821548417176192,8,1,1
"Cysteinylglycine",0.623013760016694,NA,NA,NA,NA,0.0690653047056218,NA,NA,NA,NA,0.732661318620722,6.91392236569213,0.328881074206875,0.495784115193725,3,0,0
"Cystine",0.000710842740378137,0.0460005771112824,NA,0.837735047474836,0.468910778247404,0.25671385682857,NA,0.568213636475828,0.00671905901732406,NA,0.298098450490804,38.8014929962383,0.0011616946017634,0.00531563287473554,8,1,0
"Cytidine",0.00529192927944289,0.204650327989396,NA,0.643435334068287,0.0620381319465706,0.614368187417118,0.128881953603913,0.853046952350118,0.296212645516707,0.962017808772258,0.184763481291743,31.3760067409775,0.0504182128192853,0.121164193141306,10,1,0
"Cytidine 5'-Diphosphocholine",0.0673231849044114,4.09045504135008e-08,NA,0.00280112985871206,NA,0.472420857319309,NA,0.0370643433199032,0.0201553777867751,NA,0.278598883818756,69.630517640986,2.25144384224998e-09,4.74373981646158e-08,7,1,0
"Cmp",5.00066654751663e-11,0.0378907398930823,0.60077362545473,0.724892837266587,NA,0.825946551886198,0.887722102025324,0.535477038083358,0.0136022510855636,0.0237150784723066,0.145276518802118,77.4527627883568,1.0579010982451e-08,1.91691679002013e-07,10,1,0
"Cytidine-3'-Monophosphate (3'-Cmp)",0.0592556532940547,NA,NA,0.0503202286019704,NA,0.00760453482902479,NA,0.241356905175738,0.735513762999169,NA,NA,24.845834535694,0.00564550839118645,0.0196724253939036,5,0,0
"Cytosine-2',3'-Cyclic Monophosphate",0.06776653538678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38337356850352,0.06776653538678,0.151971487773324,1,0,0
"Deoxycarnitine",0.373744142070018,0.135048666602641,NA,0.0140040735234637,1.08899111950223e-07,0.702194856752475,NA,0.316100099217838,0.0871162733009339,NA,0.318063696352548,56.757621528453,1.82328613415447e-06,1.96654433040947e-05,8,1,0
"Dihomo-Linoleate",4.63426445524995e-05,0.00834892945019439,NA,0.886854317620565,0.0103917017492585,0.251206288363395,NA,0.0804705728052066,0.538084651805804,NA,0.235087293141064,50.8415489388346,1.68213109714649e-05,0.000142430913459319,8,3,0
"Dihomo-Linolenate",0.0050678926261265,1.3878347973284e-05,NA,0.508606027431383,0.008178073539302,0.576721059816183,NA,0.555415762692667,0.161865826877118,NA,0.104084599029079,54.3487294691348,4.54745472180777e-06,4.33683576627141e-05,8,3,0
"Dihydrocholesterol",0.0160668475280581,NA,NA,0.082014408764975,0.0362260730313182,NA,NA,NA,NA,NA,NA,19.8996675803077,0.00288558784074692,0.0110777228123589,3,1,0
"Dimethylarginine",0.159990905329316,2.46248414992323e-07,NA,NA,0.00113661567544487,1.03014501506848e-06,NA,0.374845040938711,0.269996216213072,NA,0.603886350754211,80.8200671379319,1.99292981795183e-11,7.52331006276817e-10,7,3,0
"Dimethylglycine",1.4206269184136e-05,NA,0.749498912198479,NA,NA,0.602629996092294,0.43145027631797,NA,0.243663337578073,NA,NA,28.4184005350974,0.00154664526389198,0.00670459621572314,5,1,0
"Docosadienoate",0.000424204835487441,0.0051546318995892,NA,0.949492373086761,0.0743657297488858,0.122102278327528,NA,0.0263925150799473,0.2189463628152,NA,0.340063221528017,48.0377296633059,4.6856143582312e-05,0.000336917984806148,8,2,0
"Docosahexaenoate",0.378573283066746,0.000116758636657721,NA,0.846411195635179,0.00419685441637174,0.0633083827337584,NA,0.120168043121875,0.0653083049104928,NA,0.800872480285587,46.9924171476446,6.82862013112847e-05,0.000456705955729219,8,2,0
"Docosapentaenoate (N3 Dpa; 22:5N3)",0.0285738223905598,0.0010542546354646,NA,0.720229443258665,NA,0.0469473528466193,NA,0.147926952809497,0.199473007739303,NA,0.771858618944908,35.1583327518557,0.00139274699026481,0.00613344055617335,7,1,0
"Docosapentaenoate (Dpa; 22:5N3)",0.452329570961216,NA,NA,0.699718128711839,0.00422917050970417,NA,NA,NA,NA,NA,NA,13.2323426520008,0.0394911666963546,0.0988370083615947,3,1,0
"Docosatrienoate",0.080832484931264,7.15068701584443e-07,NA,0.683766061802225,0.46404506768197,0.11475685352881,NA,0.055811968756174,0.55701226957436,NA,0.437735349811331,48.5523840699028,3.88832627180352e-05,0.000291142446467272,8,1,0
"Dodecanedioate",0.416090004875994,NA,NA,NA,NA,0.799359813869216,NA,NA,NA,NA,NA,2.20159557716528,0.698737169559304,0.798305013393101,2,0,0
"Eicosapentaenoate",0.0379841637125435,0.00520547089715628,NA,0.403219996746458,NA,0.396766072345002,NA,0.252433648223195,0.988678101311525,NA,0.177303368576436,26.9583976606105,0.0194947733431363,0.0560706814250205,7,1,0
"Eicosenoate",2.38902817972786e-07,0.128040721593775,NA,0.148943480426079,0.0145730637746944,0.335674209609597,NA,0.00533481430602123,0.85247245125087,NA,0.0911778382534204,64.6301157827149,8.52840166585497e-08,1.23497870626248e-06,8,2,0
"Ergothioneine",3.81593411751258e-05,NA,NA,0.991661896465123,0.00792127058619974,0.598139980541428,NA,0.98820258729341,0.349490229846754,NA,0.235151890228446,36.0898360500035,0.00101160840977816,0.00470008830389239,7,2,0
"Erucate (22:1N9)",1.625761747448e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0797489126714,1.625761747448e-10,4.90980047729295e-09,1,1,0
"Erythritol",0.000559146012109046,NA,NA,0.418240354009253,0.0940252321701616,0.285324485214919,NA,0.438691707144575,0.000272992625293567,0.655315525713003,0.987055170437691,42.8896223229909,0.000290345882462979,0.00155652881367727,8,2,0
"Erythronate",3.05020805337897e-05,0.00443880941826924,NA,0.11079174685337,0.00808955868196421,0.128038826783039,NA,0.0492441039684273,0.00158200104924067,NA,0.584490939911807,69.7696699033274,1.09500222809031e-08,1.94523925225455e-07,8,3,1
"Ethanolamine",2.28795352807953e-05,0.191309612670543,NA,0.00737365005826751,0.436259611220443,0.0321832258853969,NA,0.922114579170415,0.0985680502219135,NA,0.480955222388951,49.2897499327274,2.97287972444946e-05,0.000238356551358515,8,1,0
"Fad",0.00209736593748566,0.000677874471112005,NA,0.299269793717641,NA,0.0401206210177651,0.539297488441599,0.278444508983861,0.537959131931435,NA,0.00452874948306414,51.5984052734699,1.27147176201783e-05,0.000109709849179825,8,2,0
"Fructose",3.024229068882e-05,0.34948441614734,NA,0.390895419834416,0.969724029686127,0.165468511177652,NA,0.887254253935672,0.102481665920656,0.854619821569931,0.87320292802648,33.8339596636667,0.0132033930583466,0.0401418594324228,9,1,0
"Fructose 1-Phosphate",0.000299901842082395,NA,NA,NA,0.887101655475353,NA,NA,NA,NA,NA,NA,16.463702054396,0.00245607322566599,0.00984602806395303,2,1,0
"Fructose-6-Phosphate",0.000360670973231336,4.68224452898625e-06,NA,0.00415289476817549,0.690468878676175,0.775260966176668,0.27019614010853,0.289231853371868,0.00016545482277186,0.0693787341567695,0.0479877579049184,86.5381948173062,2.96813811581389e-10,8.40354104039808e-09,10,3,0
"Fucose",0.00594631281030455,0.000132326794643589,NA,0.762869445678553,NA,0.878048392960433,NA,NA,0.710409802323861,NA,0.509842370307012,30.9430176633021,0.00200980819307861,0.00831454896314711,6,2,0
"Fumarate (Trans-Butenedioate)",1.6640938148349e-05,0.000314243699708783,NA,0.0557728698412014,0.00996742323748512,0.846939264313398,0.13242084690652,0.265947779833846,0.605587069243926,0.741427515017758,0.424523563069432,63.4675235641199,2.04288976555859e-06,2.15216061348382e-05,10,3,0
"Gabapentin",0.928882505835328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147546043943196,0.928882505835328,0.949200524382481,1,0,0
"Galactose",7.64160006738734e-05,0.248116354756831,NA,NA,NA,0.249832208116939,NA,0.143930591367686,NA,NA,0.195600225791903,31.6604962845291,0.000456063535481593,0.00232131215250744,5,1,0
"4-Aminobutylate",8.20331074180558e-08,0.0991892761040711,NA,0.231826316679263,0.389861087223238,0.944809663816663,0.56030904466878,0.767614698108874,0.561381448091523,NA,0.180558753169823,48.4403191139001,0.000129461308617739,0.000787194265823299,9,1,0
"_-Glutamylcysteine(_-Glu-Cys)",0.00810502396807866,NA,NA,NA,NA,NA,NA,NA,NA,0.548106040548606,NA,10.8331153454105,0.0285049966262301,0.075957432186366,2,1,0
"Gamma-Glutamylglutamate",0.588549978262298,9.89595354792261e-05,NA,0.421075076711384,0.104082369242444,0.883827257923469,NA,0.000108916566660344,0.898137030160475,NA,0.0921972153472495,49.2361796081632,3.03157284681537e-05,0.000240930263089011,8,2,0
"G-Glutamylglutamine",0.479046554037936,0.00308784902363479,NA,0.459355130696094,0.0722088579026224,0.231951111456163,NA,0.00113482966140843,NA,0.36650760860342,0.463709450310697,39.8741934640564,0.000812199942989342,0.00383256848098096,8,2,0
"Gamma-Glutamylisoleucine*",0.595674740105925,0.0146761527754342,NA,0.682861338261356,NA,0.00186228861083748,NA,NA,NA,NA,NA,22.8140088639729,0.00361142711346939,0.0133549100604215,4,2,0
"Gamma-Glutamylleucine",0.49937386795848,1.16233991884762e-05,NA,0.504510074338101,NA,1.16611274636469e-05,NA,0.543472754762297,0.0262004919597021,NA,0.726480846888368,57.3432073215929,3.41086135168097e-07,4.54447115385729e-06,7,2,0
"Gamma-Glutamylphenylalanine",0.395157763513008,NA,NA,0.775382364681971,NA,0.00111079826673999,NA,0.480534975704921,0.00824039207039995,NA,NA,27.034216341531,0.00257207468161689,0.0102206125506356,5,1,0
"Gamma-Glutamylvaline",0.632078947359526,NA,NA,0.717514710375528,NA,0.00121630416350693,NA,NA,NA,NA,NA,15.0052823949505,0.0202156696793338,0.0575955871996114,3,1,0
"Gamma-Tocopherol",0.00638250582928368,0.746057202478851,NA,0.545138868503686,6.88618804756125e-06,0.750522600690846,NA,NA,NA,NA,0.74510186276871,36.8421499016531,0.00023695831364477,0.00130905019611074,6,2,0
"Glucarate (Saccharate)",0.0055203340052965,NA,NA,NA,NA,0.907995193175224,NA,NA,0.142380308957691,NA,NA,14.4901733518596,0.0246150762918099,0.0671724672300595,3,1,0
"D-Gluconate",0.961241404884467,0.699279112084328,NA,0.0225187279012053,0.406491817095926,0.244515631936034,0.975350723964914,0.146608475345273,0.963067764627008,NA,0.441526127559691,18.5988158290581,0.416908668794198,0.576670616683273,9,0,0
"Glucose",7.061018436616e-14,0.813095561166933,NA,0.222926570189597,0.420596201720178,0.998399589802559,NA,0.498241662875803,0.0449436328285215,0.569232285318041,0.388902777419414,76.3280280885527,3.73193194041799e-09,7.51362297337489e-08,9,1,0
"Glucose 1-Phosphate",0.229759342766165,NA,NA,NA,NA,0.953823086107888,0.859969395221349,NA,NA,NA,NA,3.33771680006308,0.765420423361583,0.847763940789235,3,0,0
"Glucose 6-Phosphate",0.00129958707760669,3.32418984170246e-05,NA,0.00779080372980356,0.682047286581137,0.520763409661129,0.552325371065242,0.134878965832909,8.93162064885544e-05,NA,0.01028136233049,78.6901613756578,1.45110686783283e-09,3.2065922494062e-08,9,3,0
"Glucuronate",0.650714123080334,0.0667804279547193,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2720602086711,0.179731054240571,0.321810939015725,2,0,0
"Glutamate",3.18319592906846e-10,4.74929641391952e-07,NA,0.157906462434004,0.10633174143154,0.0710552692431285,0.103885203092171,0.0686815563885852,0.071202683664334,0.97237615475971,0.0195122252951756,109.418000630524,2.50743269533021e-14,2.62037240573485e-12,10,2,0
"Glutamate, Gamma-Methyl Ester",3.21545194692519e-06,NA,NA,0.747774692038372,NA,NA,NA,NA,NA,NA,0.659564432126174,26.7087436181331,0.000164176516748278,0.00095963822047703,3,1,0
"Glutamine",0.0102872719508351,0.234740141971467,NA,0.0290066601544054,0.84737479785936,0.0869077431586978,0.036733178248678,0.0485519522386575,0.00796940366138399,0.772390268002675,0.570491651680131,48.3114752592719,0.000384614385513769,0.00200264731767514,10,1,0
"Glutarate (Pentanedioate)",0.00621351300398731,NA,NA,0.201229635928734,0.507772532679564,0.101964005829887,NA,NA,NA,0.671698510847232,0.715954701549324,20.7545571506172,0.0540921831843286,0.127061298923412,6,1,0
"Glutaroyl Carnitine",0.253615194119285,NA,NA,0.682233989524989,0.491636631548066,0.0626386867959208,NA,NA,NA,NA,0.481348705079325,11.931741250443,0.289650791192274,0.460556931151666,5,0,0
"Glutathione Disulfide",0.06759976932954,0.209380341524134,NA,0.234282273000054,0.378154219858455,0.33231788658655,0.778031002103227,0.0179918940265722,0.873022946729445,NA,0.476604139478179,25.8575679078249,0.103059478736474,0.20935400837499,9,0,0
